mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
164	161	481	487	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1246													
164	161	483	489	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1247													
164	161	481	487	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1248													
164	161	481	487	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1249													
164	161	481	487	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1250													
165	162	484	490	0.0		0	0	Spanner	3/4	1	1	0															4		
165	162	484	490	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	1251											4		
165	162	484	490	0.0		0	0	Spanner	3/4	2	1	0															5		
165	162	484	490	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	1252											5		
165	162	484	490	0.0		0	0	Dynamic	3/4	3	1	0					p												
165	162	484	490	0.0		0	0	Spanner	3/4	3	1	0															6		
165	162	484	490	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1253											6		
165	162	484	490	0.0		0	0	Dynamic	3/4	4	1	0					p												
165	162	484	490	0.0		0	0	Spanner	3/4	4	1	0															7		
165	162	484	490	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1254											7		
166	163	487	493	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1255											4		
166	163	489	495	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p												
166	163	489	495	0.0		1/2	1/2	Spanner	3/4	1	1	0																	
166	163	489	495	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1256									161				
166	163	487	493	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1257											5		
166	163	489	495	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p												
166	163	489	495	0.0		1/2	1/2	Spanner	3/4	2	1	0																	
166	163	489	495	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1258									162				
166	163	487	493	0.0		0	0	Spanner	3/4	3	1	0																	
166	163	487	493	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1259													
166	163	487	493	0.0		0	0	Spanner	3/4	4	1	0																	
166	163	487	493	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1260													
167	164	490	496	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1261									161				
167	164	492	498	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1262													
167	164	490	496	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1263									162				
167	164	492	498	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1264													
167	164	490	496	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1265													
167	164	490	496	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1266													
168	165	495	501	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1267									163				
168	165	495	501	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1268									164				
168	165	493	499	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1269													
168	165	493	499	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1270													
169	166	496	502	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1271									163				
169	166	498	504	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1272													
169	166	496	502	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1273									164				
169	166	498	504	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1274													
169	166	496	502	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1275													
169	166	496	502	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1276													
170	167	501	507	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1277									165				
170	167	501	507	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1278									166				
170	167	499	505	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	1279													
170	167	499	505	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	1280													
171	168	502	508	0.0		0	0	Spanner	3/4	1	1	0													165			24	
171	168	502	508	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1281									165			24	
171	168	504	510	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1282												24	
171	168	502	508	0.0		0	0	Spanner	3/4	2	1	0													166			25	
171	168	502	508	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1283									166			25	
171	168	504	510	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1284												25	
171	168	502	508	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1285													
171	168	502	508	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1286													
172	169	505	511	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1287									167			24	
172	169	507	513	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1288												24	
172	169	505	511	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1289									168			25	
172	169	507	513	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1290												25	
173	170	508	514	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1291									169			24	
173	170	510	516	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1292												24	
173	170	508	514	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1293									170			25	
173	170	510	516	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1294												25	
174	171	511	517	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1295									171			24	
174	171	513	519	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1296												24	
174	171	511	517	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1297									172			25	
174	171	513	519	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1298												25	
175	172	514	520	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1299									173			24	
175	172	516	522	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1300												24	
175	172	514	520	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1301									174			25	
175	172	516	522	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1302												25	
176	173	517	523	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1303									175			24	
176	173	518	524	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1304									175			24	
176	173	519	525	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1305												24	
176	173	517	523	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1306									176			25	
176	173	518	524	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1307									176			25	
176	173	519	525	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1308												25	
177	174	520	526	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1309									177			24	
177	174	521	527	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1310									177			24	
177	174	522	528	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1311												24	
177	174	520	526	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1312									178			25	
177	174	521	527	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1313									178			25	
177	174	522	528	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1314												25	
178	175	523	529	0.0		0	0	Dynamic	3/4	1	1	0					f											24	
178	175	523	529	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1315									179			24	
178	175	1047/2	1059/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1316									179			24	
178	175	524	530	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1317									179			24	
178	175	1049/2	1061/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1318									179			24	
178	175	525	531	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1319									179			24	
178	175	1051/2	1063/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1320												24	
178	175	523	529	0.0		0	0	Dynamic	3/4	2	1	0					f											25	
178	175	523	529	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1321									180			25	
178	175	1047/2	1059/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1322									180			25	
178	175	524	530	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1323									180			25	
178	175	1049/2	1061/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1324									180			25	
178	175	525	531	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1325									180			25	
178	175	1051/2	1063/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1326												25	
179	176	526	532	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1327									181			24	
179	176	1053/2	1065/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1328									181			24	
179	176	527	533	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1329									181			24	
179	176	1055/2	1067/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1330									181			24	
179	176	528	534	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1331									181			24	
179	176	1057/2	1069/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1332												24	
179	176	526	532	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1333									182			25	
179	176	1053/2	1065/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1334									182			25	
179	176	527	533	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1335									182			25	
179	176	1055/2	1067/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1336									182			25	
179	176	528	534	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1337									182			25	
179	176	1057/2	1069/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1338												25	
179	176	526	532	0.0		0	0	Dynamic	3/4	3	1	0					f												
179	176	526	532	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1339									183				
179	176	1053/2	1065/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1340									183				
179	176	527	533	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1341									183				
179	176	1055/2	1067/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1342									183				
179	176	528	534	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1343									183				
179	176	1057/2	1069/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1344									183				
179	176	526	532	0.0		0	0	Dynamic	3/4	4	1	0					f												
179	176	526	532	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1345									184				
179	176	1053/2	1065/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1346									184				
179	176	527	533	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1347									184				
179	176	1055/2	1067/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1348									184				
179	176	528	534	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1349									184				
179	176	1057/2	1069/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1350									184				
180	177	529	535	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1351									185			24	
180	177	1059/2	1071/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1352									185			24	
180	177	530	536	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1353									185			24	
180	177	1061/2	1073/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1354									185			24	
180	177	531	537	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1355									185			24	
180	177	1063/2	1075/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1356												24	
180	177	529	535	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1357									186			25	
180	177	1059/2	1071/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1358									186			25	
180	177	530	536	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1359									186			25	
180	177	1061/2	1073/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1360									186			25	
180	177	531	537	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1361									186			25	
180	177	1063/2	1075/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1362												25	
180	177	529	535	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1363													
180	177	529	535	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1364													
181	178	532	538	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	1365									187			24	
181	178	1065/2	1077/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1366									187			24	
181	178	533	539	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1367									187			24	
181	178	1067/2	1079/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1368									187			24	
181	178	534	540	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1369									187			24	
181	178	1069/2	1081/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1370												24	
181	178	532	538	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	1371									188			25	
181	178	1065/2	1077/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1372									188			25	
181	178	533	539	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1373									188			25	
181	178	1067/2	1079/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1374									188			25	
181	178	534	540	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1375									188			25	
181	178	1069/2	1081/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1376												25	
181	178	532	538	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	1377									189				
181	178	1065/2	1077/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	1378									189				
181	178	533	539	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	1379									189				
181	178	1067/2	1079/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	1380									189				
181	178	534	540	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	1381									189				
181	178	1069/2	1081/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	1382									189				
181	178	532	538	0.5		0	0	Chord	3/4	4	1	1/8		1/8	1	1383									190				
181	178	1065/2	1077/2	0.5		1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	1384									190				
181	178	533	539	0.5		1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	1385									190				
181	178	1067/2	1079/2	0.5		3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	1386									190				
181	178	534	540	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	1387									190				
181	178	1069/2	1081/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	1388									190				
182	179	535	541	0.0		0	0	Dynamic	3/4	1	1	0					ff												
182	179	535	541	0.0		0	0	Spanner	3/4	1	1	0																	
182	179	535	541	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1389													
182	179	537	543	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1390													
182	179	535	541	0.0		0	0	Dynamic	3/4	2	1	0					ff												
182	179	535	541	0.0		0	0	Spanner	3/4	2	1	0																	
182	179	535	541	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1391													
182	179	536	542	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1392													
182	179	535	541	0.0		0	0	Dynamic	3/4	3	1	0					ff												
182	179	535	541	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1393													
182	179	536	542	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1394													
182	179	535	541	0.0		0	0	Dynamic	3/4	4	1	0					ff												
182	179	535	541	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1395													
182	179	536	542	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1396													
183	180	538	544	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1397													
183	180	539	545	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1398													
183	180	1081/2	1093/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1399													
183	180	538	544	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1400													
183	180	540	546	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1401									191				
183	180	538	544	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1402													
183	180	540	546	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1403									192				
183	180	538	544	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1404													
183	180	540	546	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1405									193				
184	181	541	547	0.0		0	0	Dynamic	3/4	1	1	0					sf												
184	181	541	547	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1406									194				
184	181	543	549	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1407													
184	181	541	547	0.0		0	0	Dynamic	3/4	2	1	0					sf												
184	181	541	547	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1408													
184	181	542	548	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1409													
184	181	541	547	0.0		0	0	Dynamic	3/4	3	1	0					sf												
184	181	541	547	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1410													
184	181	542	548	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1411													
184	181	541	547	0.0		0	0	Dynamic	3/4	4	1	0					sf												
184	181	541	547	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1412													
184	181	542	548	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1413													
185	182	544	550	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1414													
185	182	545	551	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1415													
185	182	1093/2	1105/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1416													
185	182	544	550	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1417													
185	182	546	552	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1418													
185	182	544	550	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1419													
185	182	546	552	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1420									195				
185	182	544	550	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1421													
185	182	546	552	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1422									196				
186	183	547	553	0.0		0	0	Dynamic	3/4	1	1	0					sf												
186	183	547	553	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1423													
186	183	549	555	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1424													
186	183	547	553	0.0		0	0	Dynamic	3/4	2	1	0					sf												
186	183	547	553	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1425													
186	183	548	554	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1426													
186	183	547	553	0.0		0	0	Dynamic	3/4	3	1	0					sf												
186	183	547	553	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1427													
186	183	548	554	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1428													
186	183	547	553	0.0		0	0	Dynamic	3/4	4	1	0					sf												
186	183	547	553	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1429													
186	183	548	554	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1430													
187	184	550	556	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1431													
187	184	551	557	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1432													
187	184	1105/2	1117/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1433													
187	184	550	556	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1434													
187	184	552	558	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1435									197				
187	184	550	556	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1436													
187	184	552	558	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1437													
187	184	550	556	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1438													
187	184	552	558	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1439									198				
188	185	553	559	0.0		0	0	Dynamic	3/4	1	1	0					sf												
188	185	553	559	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1440									199				
188	185	555	561	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1441													
188	185	553	559	0.0		0	0	Dynamic	3/4	2	1	0					sf												
188	185	553	559	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1442													
188	185	554	560	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1443													
188	185	553	559	0.0		0	0	Dynamic	3/4	3	1	0					sf												
188	185	553	559	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1444													
188	185	554	560	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1445													
188	185	553	559	0.0		0	0	Dynamic	3/4	4	1	0					sf												
188	185	553	559	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1446													
188	185	554	560	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1447													
189	186	556	562	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1448													
189	186	557	563	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1449													
189	186	1117/2	1129/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1450													
189	186	556	562	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1451													
189	186	558	564	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1452									200				
189	186	556	562	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1453													
189	186	558	564	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1454									201				
189	186	556	562	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1455													
189	186	558	564	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1456									202				
190	187	559	565	0.0		0	0	Dynamic	3/4	1	1	0					sf												
190	187	559	565	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1457													
190	187	561	567	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1458													
190	187	559	565	0.0		0	0	Dynamic	3/4	2	1	0					sf												
190	187	559	565	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1459													
190	187	560	566	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1460													
190	187	559	565	0.0		0	0	Dynamic	3/4	3	1	0					sf												
190	187	559	565	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1461													
190	187	560	566	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1462													
190	187	559	565	0.0		0	0	Dynamic	3/4	4	1	0					sf												
190	187	559	565	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1463													
190	187	560	566	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1464													
191	188	562	568	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1465													
191	188	563	569	1.5		1/4	1/4	Chord	3/4	1	1	3/8		1/4	3/2	1466													
191	188	1129/2	1141/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1467													
191	188	562	568	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	1468													
191	188	564	570	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1469													
191	188	562	568	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	1470													
191	188	564	570	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	1471									203				
191	188	562	568	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	1472													
191	188	564	570	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	1473									204				
192	189	565	571	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	1474									205				
192	189	567	573	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	1475													
192	189	565	571	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1476													
192	189	566	572	2.0		1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1477													
192	189	565	571	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1478													
192	189	566	572	2.0		1/4	1/4	Chord	3/4	3	1	1/2		1/2	1	1479													
192	189	565	571	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1480													
192	189	566	572	2.0		1/4	1/4	Chord	3/4	4	1	1/2		1/2	1	1481													
193	190	568	574	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1482													
193	190	570	576	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p												
193	190	570	576	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1483									206				
193	190	1141/2	1153/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1484									206				
193	190	568	574	0.0		0	0	Dynamic	3/4	2	1	0					p												
193	190	568	574	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1485		articStaccatoBelow											
193	190	569	575	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1486		articStaccatoBelow											
193	190	568	574	0.0		0	0	Dynamic	3/4	3	1	0					p												
193	190	568	574	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1487		articStaccatoBelow											
193	190	569	575	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1488		articStaccatoBelow											
193	190	568	574	0.0		0	0	Dynamic	3/4	4	1	0					p												
193	190	568	574	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1489		articStaccatoBelow											
193	190	569	575	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1490		articStaccatoBelow											
194	191	571	577	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1491													
194	191	573	579	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1492									207				
194	191	1147/2	1159/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1493									207				
194	191	571	577	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1494		articStaccatoBelow											
194	191	572	578	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1495		articStaccatoBelow											
194	191	571	577	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	1496		articStaccatoBelow											
194	191	572	578	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	1497		articStaccatoBelow											
194	191	571	577	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	1498		articStaccatoBelow											
194	191	572	578	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	1499		articStaccatoBelow											
195	192	574	580	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	1500													
195	192	576	582	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1501									208				
195	192	1153/2	1165/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1502									208				
195	192	574	580	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	1503		articStaccatoBelow											
