mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
256	253	757	763	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2111												35	
256	253	758	764	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2112												35	
256	253	757	763	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2113												36	
256	253	758	764	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2114												36	
256	253	757	763	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2115												37	
256	253	758	764	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2116												37	
257	254	762	768	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2117									259			34	
257	254	1525/2	1537/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2118												34	
257	254	760	766	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2119												35	
257	254	761	767	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2120												35	
257	254	760	766	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2121												36	
257	254	761	767	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2122												36	
257	254	760	766	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2123												37	
257	254	761	767	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2124												37	
258	255	765	771	0.0		1/2	1/2	Dynamic	3/4	1	1	0					ff												
258	255	765	771	0.0		1/2	1/2	Spanner	3/4	1	1	0																	
258	255	765	771	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2125									260				
258	255	1531/2	1543/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2126													
258	255	763	769	0.0		0	0	Dynamic	3/4	2	1	0					ff												
258	255	763	769	0.0		0	0	Spanner	3/4	2	1	0																	
258	255	763	769	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2127													
258	255	763	769	0.0		0	0	Dynamic	3/4	3	1	0					ff												
258	255	763	769	0.0		0	0	Spanner	3/4	3	1	0																	
258	255	763	769	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2128													
258	255	763	769	0.0		0	0	Dynamic	3/4	4	1	0					ff												
258	255	763	769	0.0		0	0	Spanner	3/4	4	1	0																	
258	255	763	769	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2129													
259	256	766	772	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2130													
259	256	768	774	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p												
259	256	768	774	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2131									261				
259	256	1537/2	1549/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2132									261				
259	256	766	772	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2133													
259	256	768	774	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p												
259	256	768	774	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2134									262				
259	256	1537/2	1549/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2135									262				
259	256	766	772	2.0		0	0	Chord	3/4	3	1	1/2		1/2	1	2136													
259	256	766	772	2.0		0	0	Chord	3/4	4	1	1/2		1/2	1	2137													
260	257	769	775	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2138													
260	257	769	775	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2139													
261	258	774	780	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2140									263				
261	258	1549/2	1561/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2141									263				
261	258	774	780	0.0		1/2	1/2	Dynamic	3/4	3	1	0					p												
261	258	774	780	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2142									264				
261	258	1549/2	1561/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2143									264				
262	259	775	781	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2144													
262	259	775	781	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2145													
263	260	780	786	0.0		1/2	1/2	Dynamic	3/4	1	1	0					pp												
263	260	780	786	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2146									265				
263	260	1561/2	1573/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2147									265				
263	260	780	786	0.0		1/2	1/2	Dynamic	3/4	2	1	0					pp												
263	260	780	786	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2148									266				
263	260	1561/2	1573/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2149									266				
263	260	780	786	0.0		1/2	1/2	Dynamic	3/4	3	1	0					pp												
263	260	780	786	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2150									267				
263	260	1561/2	1573/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2151									267				
263	260	780	786	0.0		1/2	1/2	Dynamic	3/4	4	1	0					pp												
263	260	780	786	0.5		1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	2152									268				
263	260	1561/2	1573/2	0.5		5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	2153									268				
264	261	781	787	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2154													
264	261	781	787	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2155													
264	261	781	787	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2156													
264	261	781	787	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2157													
265	262	784	790	0.0		0	0	StaffText	3/4	1	1	0							pizz.										
265	262	784	790	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2158													
265	262	784	790	0.0		0	0	StaffText	3/4	2	1	0							pizz.										
265	262	784	790	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2159													
265	262	784	790	0.0		0	0	StaffText	3/4	3	1	0							pizz.										
265	262	784	790	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2160													
265	262	784	790	0.0		0	0	StaffText	3/4	4	1	0							pizz.										
265	262	784	790	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2161													
266	263	787	793	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2162													
266	263	787	793	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2163													
266	263	787	793	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2164													
266	263	787	793	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2165													
267	264	790	796	0.0		0	0	Dynamic	3/4	3	1	0					p												
267	264	790	796	0.0		0	0	StaffText	3/4	3	1	0							arco										
267	264	790	796	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2166													
267	264	790	796	0.0		0	0	Dynamic	3/4	4	1	0					p												
267	264	790	796	0.0		0	0	StaffText	3/4	4	1	0							arco										
267	264	790	796	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2167													
268	265	795	801	0.0		1/2	1/2	Dynamic	3/4	1	1	0					p												
268	265	795	801	0.0		1/2	1/2	StaffText	3/4	1	1	0							arco										
268	265	795	801	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2168									269				
268	265	795	801	0.0		1/2	1/2	Dynamic	3/4	2	1	0					p												
268	265	795	801	0.0		1/2	1/2	StaffText	3/4	2	1	0							arco										
268	265	795	801	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2169									270				
268	265	793	799	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2170													
268	265	793	799	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2171													
269	266	796	802	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2172									269				
269	266	798	804	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2173													
269	266	796	802	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2174									270				
269	266	798	804	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2175													
269	266	796	802	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2176													
269	266	797	803	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2177													
269	266	798	804	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2178													
269	266	796	802	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2179													
269	266	797	803	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2180													
269	266	798	804	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2181													
270	267	799	805	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2182									271				
270	267	801	807	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2183													
270	267	799	805	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2184									272				
270	267	801	807	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2185													
270	267	799	805	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2186													
270	267	799	805	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2187													
271	268	802	808	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2188													
271	268	802	808	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2189													
271	268	802	808	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2190													
271	268	802	808	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2191													
272	269	806	812	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2192													
272	269	807	813	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2193													
272	269	806	812	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2194													
272	269	807	813	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2195													
272	269	805	811	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2196													
272	269	806	812	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2197													
272	269	807	813	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2198													
272	269	805	811	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2199													
272	269	806	812	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2200													
272	269	807	813	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2201													
273	270	808	814	1.0		0	0	Chord	3/4	1	1	1/4		1/4	1	2202									273				
273	270	809	815	1.0		1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	2203									273				
273	270	810	816	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2204													
273	270	808	814	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2205									274				
273	270	809	815	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2206									274				
273	270	810	816	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2207													
273	270	808	814	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2208													
273	270	809	815	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2209													
273	270	810	816	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2210													
273	270	808	814	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2211													
273	270	809	815	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2212													
273	270	810	816	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2213													
274	271	811	817	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2214									275				
274	271	813	819	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2215													
274	271	811	817	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2216									276				
274	271	813	819	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2217													
274	271	811	817	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2218													
274	271	811	817	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2219													
275	272	814	820	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2220													
275	272	814	820	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2221													
275	272	814	820	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2222													
275	272	814	820	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2223													
276	273	819	825	0.0		1/2	1/2	Spanner	3/4	1	1	0																38	
276	273	819	825	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2224									277			38	
276	273	819	825	0.0		1/2	1/2	Spanner	3/4	2	1	0																39	
276	273	819	825	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2225									278			39	
276	273	817	823	0.0		0	0	Spanner	3/4	3	1	0																40	
276	273	817	823	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2226												40	
276	273	817	823	0.0		0	0	Spanner	3/4	4	1	0																41	
276	273	817	823	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2227												41	
277	274	820	826	0.0		0	0	Spanner	3/4	1	1	0																	
277	274	820	826	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2228													
277	274	820	826	0.0		0	0	Spanner	3/4	2	1	0																	
277	274	820	826	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2229													
277	274	820	826	0.0		0	0	Spanner	3/4	3	1	0																	
277	274	820	826	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2230													
277	274	821	827	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2231													
277	274	822	828	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2232													
277	274	820	826	0.0		0	0	Spanner	3/4	4	1	0																	
277	274	820	826	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2233													
277	274	821	827	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2234													
277	274	822	828	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2235													
278	275	825	831	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2236									279				
278	275	825	831	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2237									280				
278	275	823	829	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2238													
278	275	823	829	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2239													
279	276	826	832	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2240													
279	276	826	832	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2241													
279	276	826	832	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2242													
279	276	826	832	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2243													
280	277	831	837	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2244									281				
280	277	831	837	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2245									282				
280	277	829	835	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2246													
280	277	829	835	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2247													
281	278	832	838	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2248									281				
281	278	834	840	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2249													
281	278	832	838	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2250									282				
281	278	834	840	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2251													
281	278	832	838	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2252													
281	278	833	839	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2253													
281	278	834	840	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2254													
281	278	832	838	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2255													
281	278	833	839	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2256													
281	278	834	840	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2257													
282	279	835	841	0.0		0	0	Spanner	3/4	1	1	0															8		
282	279	835	841	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2258									283		8		
282	279	837	843	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2259											8		
282	279	835	841	0.0		0	0	Spanner	3/4	2	1	0															9		
282	279	835	841	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2260											9		
282	279	835	841	0.0		0	0	Spanner	3/4	4	1	0															10		
282	279	835	841	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2261											10		
283	280	838	844	0.0		0	0	Spanner	3/4	1	1	0																	
283	280	838	844	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2262													
283	280	838	844	0.0		0	0	Spanner	3/4	2	1	0																	
283	280	838	844	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2263									284				
283	280	840	846	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2264													
283	280	838	844	0.0		0	0	Spanner	3/4	3	1	0															11		
283	280	838	844	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2265											11		
283	280	839	845	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2266											11		
283	280	840	846	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2267											11		
283	280	838	844	0.0		0	0	Spanner	3/4	4	1	0																	
283	280	838	844	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2268													
284	281	841	847	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2269									285				
284	281	843	849	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2270													
284	281	841	847	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2271									286				
284	281	843	849	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2272													
284	281	841	847	0.0		0	0	Spanner	3/4	3	1	0																	
284	281	841	847	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2273													
284	281	842	848	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2274													
284	281	843	849	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2275													
285	282	844	850	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2276													
285	282	844	850	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2277									287				
285	282	846	852	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2278													
285	282	844	850	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2279													
285	282	845	851	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2280													
285	282	846	852	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2281													
285	282	844	850	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2282													
286	283	847	853	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2283									288				
286	283	849	855	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2284													
286	283	847	853	3.0		0	0	Chord	3/4	2	1	3/4		1/2	3/2	2285									289				
286	283	847	853	0.0		0	0	Spanner	3/4	4	1	0															12		
286	283	847	853	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2286											12		
287	284	850	856	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2287													
287	284	850	856	1.0		0	0	Chord	3/4	2	1	1/4		1/4	1	2288									289				
287	284	851	857	1.0		1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	2289									289				
287	284	852	858	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2290													
287	284	850	856	3.0		0	0	Chord	3/4	3	1	3/4		1/2	3/2	2291													
287	284	850	856	0.0		0	0	Spanner	3/4	4	1	0																	
287	284	850	856	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2292													
288	285	853	859	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2293									290				
288	285	855	861	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2294													
288	285	853	859	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2295									291				
288	285	855	861	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2296													
288	285	853	859	1.0		0	0	Chord	3/4	4	1	1/4		1/4	1	2297													
288	285	854	860	1.0		1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	2298													
288	285	855	861	1.0		1/2	1/2	Chord	3/4	4	1	1/4		1/4	1	2299													
289	286	856	862	3.0		0	0	Chord	3/4	1	1	3/4		1/2	3/2	2300													
289	286	856	862	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2301									292				
289	286	858	864	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2302													
289	286	856	862	1.0		0	0	Chord	3/4	3	1	1/4		1/4	1	2303													
289	286	857	863	1.0		1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	2304													
289	286	858	864	1.0		1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	2305													
289	286	856	862	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2306													
290	287	859	865	0.0		0	0	Spanner	3/4	1	1	0															13		
290	287	859	865	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2307									293		13		
290	287	861	867	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2308											13		
290	287	859	865	0.0		0	0	Spanner	3/4	2	1	0															14		
290	287	859	865	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2309									294		14		
290	287	861	867	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2310											14		
290	287	859	865	0.0		0	0	Spanner	3/4	4	1	0															15		
290	287	859	865	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2311									295		15		
291	288	862	868	0.0		0	0	Spanner	3/4	1	1	0																	
291	288	862	868	2.0		0	0	Chord	3/4	1	1	1/2		1/2	1	2312									296				
291	288	864	870	1.0		1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	2313													
291	288	862	868	0.0		0	0	Spanner	3/4	2	1	0																	
291	288	862	868	2.0		0	0	Chord	3/4	2	1	1/2		1/2	1	2314									297				
291	288	864	870	1.0		1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	2315													
291	288	862	868	0.0		0	0	Spanner	3/4	4	1	0																	
291	288	862	868	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2316													
292	289	865	871	0.0		0	0	Dynamic	3/4	1	1	0					p												
292	289	865	871	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	2317									298				
292	289	1731/2	1743/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2318									298				
292	289	866	872	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2319									298				
292	289	1733/2	1745/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2320									298				
292	289	867	873	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2321									298				
292	289	1735/2	1747/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2322									298				
292	289	865	871	0.0		0	0	Dynamic	3/4	2	1	0					p												
292	289	865	871	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	2323									299				
292	289	1731/2	1743/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2324									299				
292	289	866	872	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2325									299				
292	289	1733/2	1745/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2326									299				
292	289	867	873	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2327									299				
292	289	1735/2	1747/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2328									299				
292	289	865	871	0.0		0	0	Dynamic	3/4	3	1	0					p												
292	289	865	871	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	2329									300				
292	289	1731/2	1743/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2330									300				
292	289	866	872	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2331									300				
292	289	1733/2	1745/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2332									300				
292	289	867	873	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2333									300				
292	289	1735/2	1747/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2334									300				
292	289	865	871	0.0		0	0	Dynamic	3/4	4	1	0					p												
292	289	865	871	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2335													
293	290	868	874	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	2336									298				
293	290	1737/2	1749/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2337									298				
293	290	869	875	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2338									298				
293	290	1739/2	1751/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2339									298				
293	290	870	876	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2340									298				
293	290	1741/2	1753/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2341									298				
293	290	868	874	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	2342									299				
293	290	1737/2	1749/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2343									299				
293	290	869	875	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2344									299				
293	290	1739/2	1751/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2345									299				
293	290	870	876	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2346									299				
293	290	1741/2	1753/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2347									299				
293	290	868	874	0.5		0	0	Chord	3/4	3	1	1/8		1/8	1	2348									300				
293	290	1737/2	1749/2	0.5		1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	2349									300				
293	290	869	875	0.5		1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	2350									300				
293	290	1739/2	1751/2	0.5		3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	2351									300				
293	290	870	876	0.5		1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	2352									300				
293	290	1741/2	1753/2	0.5		5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	2353									300				
293	290	868	874	3.0		0	0	Chord	3/4	4	1	3/4		1/2	3/2	2354													
294	291	871	877	0.5		0	0	Chord	3/4	1	1	1/8		1/8	1	2355									298				
294	291	1743/2	1755/2	0.5		1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	2356									298				
294	291	872	878	0.5		1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	2357									298				
294	291	1745/2	1757/2	0.5		3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	2358									298				
294	291	873	879	0.5		1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	2359									298				
294	291	1747/2	1759/2	0.5		5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	2360									298				
294	291	871	877	0.5		0	0	Chord	3/4	2	1	1/8		1/8	1	2361									299				
294	291	1743/2	1755/2	0.5		1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	2362									299				
294	291	872	878	0.5		1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	2363									299				
294	291	1745/2	1757/2	0.5		3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	2364									299				
294	291	873	879	0.5		1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	2365									299				
294	291	1747/2	1759/2	0.5		5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	2366									299				
