mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Trill:trill
241	239	1429/2	1429/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3291										79				
241	239	716	716	0.0	3/8	3/8	Dynamic	6/8	2	1	0						f													
241	239	716	716	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3292														
241	239	1429/2	1429/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	3293		articStaccatoAbove												
241	239	715	715	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	3294		articStaccatoAbove												
241	239	1431/2	1431/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3295		articStaccatoAbove												
241	239	716	716	0.0	3/8	3/8	Dynamic	6/8	3	1	0						f													
241	239	716	716	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	3296		articAccentAbove												
241	239	1429/2	1429/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3297														
241	239	715	715	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3298														
241	239	1431/2	1431/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3299														
241	239	716	716	0.0	3/8	3/8	Dynamic	6/8	4	1	0						f													
241	239	716	716	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3300														
241	239	1433/2	1433/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3301														
241	239	717	717	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3302														
242	240	1435/2	1435/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3303														
242	240	718	718	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3304														
242	240	1437/2	1437/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3305														
242	240	719	719	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3306														
242	240	1439/2	1439/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3307														
242	240	720	720	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3308														
242	240	1435/2	1435/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	3309		articStaccatoAbove												
242	240	718	718	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	3310		articStaccatoAbove												
242	240	1437/2	1437/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	3311		articStaccatoAbove												
242	240	719	719	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	3312		articStaccatoAbove												
242	240	1439/2	1439/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	3313		articStaccatoAbove												
242	240	720	720	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3314		articStaccatoAbove												
242	240	1435/2	1435/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	3315		articAccentAbove												
242	240	719	719	1.5	3/8	3/8	Chord	6/8	3	1	3/8			1/4	3/2	3316		articAccentAbove												
242	240	1435/2	1435/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3317														
242	240	718	718	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3318														
242	240	1437/2	1437/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3319														
242	240	719	719	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3320														
242	240	1439/2	1439/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3321														
242	240	720	720	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3322														
243	241	1441/2	1441/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3323														
243	241	721	721	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3324														
243	241	1443/2	1443/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3325														
243	241	722	722	0.0	3/8	3/8	Dynamic	6/8	1	1	0						p													
243	241	722	722	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3326														
243	241	1445/2	1445/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3327														
243	241	723	723	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3328														
243	241	1441/2	1441/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3329														
243	241	722	722	0.0	3/8	3/8	Dynamic	6/8	2	1	0						p													
243	241	722	722	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3330										80				
243	241	1441/2	1441/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	3331		articAccentAbove												
243	241	1441/2	1441/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	3332														
243	241	1445/2	1445/2	0.0	1/2	1/2	Dynamic	6/8	4	1	0						p													
243	241	1445/2	1445/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3333		articStaccatoBelow												
243	241	723	723	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3334		articStaccatoBelow												
244	242	1447/2	1447/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3335														
244	242	724	724	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3336														
244	242	1449/2	1449/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3337														
244	242	725	725	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3338														
244	242	1451/2	1451/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3339														
244	242	726	726	0.0	5/8	5/8	Spanner	6/8	1	1	0																	3		
244	242	726	726	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3340												3		
244	242	1447/2	1447/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3341										80				
244	242	725	725	0.0	3/8	3/8	Spanner	6/8	2	1	0															80		4		
244	242	725	725	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3342										80		4		
244	242	1447/2	1447/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3343														
244	242	1451/2	1451/2	0.0	1/2	1/2	Spanner	6/8	4	1	0																	5		
244	242	1451/2	1451/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3344												5		
244	242	726	726	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3345												5		
245	243	1453/2	1453/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3346												3		
245	243	727	727	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3347												3		
245	243	1455/2	1455/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3348												3		
245	243	728	728	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3349												3		
245	243	1457/2	1457/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3350												3		
245	243	729	729	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3351												3		
245	243	1453/2	1453/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3352										80		4		
245	243	728	728	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3353										80		4		
245	243	1453/2	1453/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	3354												5		
245	243	1457/2	1457/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3355		articStaccatoBelow										5		
245	243	729	729	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3356		articStaccatoBelow										5		
246	244	1459/2	1459/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3357												3		
246	244	730	730	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3358												3		
246	244	1461/2	1461/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3359												3		
246	244	731	731	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3360												3		
246	244	1463/2	1463/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3361												3		
246	244	732	732	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3362												3		
246	244	1459/2	1459/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3363										80		4		
246	244	731	731	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3364										80		4		
246	244	1459/2	1459/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3365		articStaccatoBelow										5		
246	244	730	730	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3366		articStaccatoBelow										5		
246	244	1461/2	1461/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3367		articStaccatoBelow										5		
246	244	731	731	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3368		articStaccatoAbove										5		
246	244	1463/2	1463/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3369		articStaccatoAbove										5		
246	244	732	732	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3370		articStaccatoAbove										5		
247	245	1465/2	1465/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3371												3		
247	245	733	733	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3372												3		
247	245	1467/2	1467/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3373												3		
247	245	734	734	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3374												3		
247	245	1469/2	1469/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3375												3		
247	245	735	735	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3376												3		
247	245	1465/2	1465/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3377												4		
247	245	734	734	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3378		articAccentAbove										4		
247	245	1465/2	1465/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	3379												5		
247	245	1469/2	1469/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3380		articStaccatoAbove										5		
247	245	735	735	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3381		articStaccatoAbove										5		
248	246	1471/2	1471/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3382												3		
248	246	736	736	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3383												3		
248	246	1473/2	1473/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3384												3		
248	246	737	737	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3385												3		
248	246	1475/2	1475/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3386												3		
248	246	738	738	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3387												3		
248	246	1471/2	1471/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3388		articAccentAbove										4		
248	246	737	737	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3389		articAccentAbove										4		
248	246	1471/2	1471/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3390												5		
248	246	1475/2	1475/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3391		articStaccatoAbove										5		
248	246	738	738	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3392		articStaccatoAbove										5		
249	247	1477/2	1477/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3393												3		
249	247	739	739	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3394												3		
249	247	1479/2	1479/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3395												3		
249	247	740	740	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3396												3		
249	247	1481/2	1481/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3397												3		
249	247	741	741	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3398												3		
249	247	1477/2	1477/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3399		articAccentAbove										4		
249	247	740	740	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3400		articAccentAbove										4		
249	247	1477/2	1477/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	3401												5		
249	247	1481/2	1481/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3402		articStaccatoAbove										5		
249	247	741	741	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3403		articStaccatoAbove										5		
250	248	1483/2	1483/2	0.0	0	0	Dynamic	6/8	1	1	0						ff													
250	248	1483/2	1483/2	0.0	0	0	Spanner	6/8	1	1	0																			
250	248	1483/2	1483/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	3404														
250	248	742	742	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	3405														
250	248	1485/2	1485/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	3406														
250	248	743	743	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	3407														
250	248	1487/2	1487/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	3408														
250	248	744	744	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3409														
250	248	1483/2	1483/2	0.0	0	0	Dynamic	6/8	2	1	0						ff													
250	248	1483/2	1483/2	0.0	0	0	Spanner	6/8	2	1	0																			
250	248	1483/2	1483/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3410		articAccentAbove												
250	248	743	743	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	3411		articAccentAbove												
250	248	1483/2	1483/2	0.0	0	0	Dynamic	6/8	3	1	0						ff													
250	248	1483/2	1483/2	3.0	0	0	Chord	6/8	3	1	3/4		r8	1/2	3/2	3412														
250	248	1483/2	1483/2	0.0	0	0	Dynamic	6/8	4	1	0						ff													
250	248	1483/2	1483/2	0.0	0	0	Spanner	6/8	4	1	0																			
250	248	1483/2	1483/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3413														
250	248	744	744	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3414														
251	249	1489/2	1489/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3415														
251	249	747	747	0.0	5/8	5/8	Dynamic	6/8	1	1	0						p													
251	249	747	747	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3416														
251	249	1489/2	1489/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3417		articAccentAbove												
251	249	747	747	0.0	5/8	5/8	Dynamic	6/8	2	1	0						p													
251	249	747	747	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3418														
251	249	1489/2	1489/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	3419														
251	249	747	747	0.0	5/8	5/8	Dynamic	6/8	3	1	0						p													
251	249	747	747	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3420														
251	249	1489/2	1489/2	0.0	0	0	Dynamic	6/8	4	1	0						fp													
251	249	1489/2	1489/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3421														
251	249	745	745	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3422														
251	249	1491/2	1491/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3423														
251	249	746	746	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3424														
251	249	1493/2	1493/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3425														
251	249	747	747	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3426														
252	250	1495/2	1495/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3427														
252	250	749	749	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	3428														
252	250	1495/2	1495/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3429														
252	250	749	749	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3430														
252	250	1495/2	1495/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	3431														
252	250	749	749	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3432														
252	250	1495/2	1495/2	0.0	0	0	StaffText	6/8	4	1	0								stacc.											
252	250	1495/2	1495/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3433														
252	250	748	748	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3434														
252	250	1497/2	1497/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3435														
252	250	749	749	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3436														
252	250	1499/2	1499/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3437														
252	250	750	750	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3438														
253	251	1501/2	1501/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	3439														
253	251	753	753	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3440														
253	251	1501/2	1501/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3441														
253	251	753	753	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3442														
253	251	1501/2	1501/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	3443														
253	251	753	753	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3444														
253	251	1501/2	1501/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3445														
253	251	751	751	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3446														
253	251	1503/2	1503/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3447														
253	251	752	752	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3448														
253	251	1505/2	1505/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3449														
253	251	753	753	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3450														
254	252	1507/2	1507/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3451														
254	252	755	755	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	3452														
254	252	1507/2	1507/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3453														
254	252	755	755	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3454														
254	252	1507/2	1507/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	3455														
254	252	755	755	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3456														
254	252	1507/2	1507/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3457														
254	252	754	754	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3458														
254	252	1509/2	1509/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3459														
254	252	755	755	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3460														
254	252	1511/2	1511/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3461														
254	252	756	756	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3462														
255	253	1513/2	1513/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	3463														
255	253	759	759	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3464														
255	253	1513/2	1513/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3465														
255	253	759	759	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3466														
255	253	1513/2	1513/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	3467														
255	253	759	759	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3468														
255	253	1513/2	1513/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3469														
255	253	757	757	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3470														
255	253	1515/2	1515/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3471														
255	253	758	758	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3472														
255	253	1517/2	1517/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3473														
255	253	759	759	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3474														
256	254	1519/2	1519/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3475														
256	254	761	761	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	3476														
256	254	1519/2	1519/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3477														
256	254	761	761	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3478														
256	254	1519/2	1519/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	3479														
256	254	760	760	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	3480														
256	254	1521/2	1521/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3481														
256	254	761	761	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	3482														
256	254	1523/2	1523/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	3483														
256	254	762	762	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3484														
256	254	1519/2	1519/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3485														
256	254	761	761	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	3486														
257	255	1525/2	1525/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	3487														
257	255	765	765	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3488														
257	255	1525/2	1525/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3489														
257	255	765	765	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3490														
257	255	1525/2	1525/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	3491														
257	255	763	763	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	3492														
257	255	1527/2	1527/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3493														
257	255	764	764	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	3494														
257	255	1529/2	1529/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	3495														
257	255	765	765	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3496														
257	255	1525/2	1525/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3497														
257	255	765	765	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3498														
258	256	1531/2	1531/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3499														
258	256	767	767	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	3500														
258	256	1531/2	1531/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3501														
258	256	767	767	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3502														
258	256	1531/2	1531/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	3503														
258	256	766	766	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	3504														
258	256	1533/2	1533/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	3505														
258	256	767	767	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	3506														
258	256	1535/2	1535/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	3507														
258	256	768	768	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3508														
258	256	1531/2	1531/2	1.0	0	0	Chord	6/8	4	1	1/4			1/4	1	3509														
258	256	768	768	0.0	5/8	5/8	Dynamic	6/8	4	1	0						pp													
258	256	768	768	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3510														
259	257	1537/2	1537/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3511														
259	257	771	771	0.0	5/8	5/8	Dynamic	6/8	1	1	0						pp													
259	257	771	771	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3512														
259	257	1537/2	1537/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3513														
259	257	771	771	0.0	5/8	5/8	Dynamic	6/8	2	1	0						pp													
259	257	771	771	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3514														
259	257	1537/2	1537/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	3515														
259	257	771	771	0.0	5/8	5/8	Dynamic	6/8	3	1	0						pp													
259	257	771	771	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3516														
259	257	1537/2	1537/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3517														
259	257	769	769	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3518														
259	257	1539/2	1539/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3519														
259	257	770	770	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3520														
259	257	1541/2	1541/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3521														
259	257	771	771	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3522														
260	258	1543/2	1543/2	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	3523														
260	258	773	773	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	3524														
260	258	1543/2	1543/2	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	3525														
260	258	773	773	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	3526														
260	258	1543/2	1543/2	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	3527														
260	258	773	773	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	3528														
260	258	1543/2	1543/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3529														
260	258	772	772	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3530														
260	258	1545/2	1545/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3531														
260	258	773	773	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3532														
260	258	1547/2	1547/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3533														
260	258	774	774	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	3534														
261	259	1549/2	1549/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	3535														
261	259	777	777	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	3536														
261	259	1549/2	1549/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	3537														
261	259	777	777	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	3538														
261	259	1549/2	1549/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	3539														
261	259	777	777	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	3540														
261	259	1549/2	1549/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	3541														
261	259	775	775	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	3542														
261	259	1551/2	1551/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	3543														
261	259	776	776	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	3544														
261	259	1553/2	1553/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	3545														
