mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	crescendo_line	decrescendo_hairpin	Trill:trill
174	172	1029/2	1029/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2457		articStaccatoBelow									27			
174	172	515	515	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2458		articStaccatoBelow									27			
174	172	1031/2	1031/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2459		articStaccatoBelow									27			
174	172	516	516	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2460		articStaccatoBelow									27			
174	172	1027/2	1027/2	0.0	0	0	Spanner	6/8	3	1	0																28			
174	172	1027/2	1027/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2461											28			
174	172	514	514	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2462											28			
174	172	1029/2	1029/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2463											28			
174	172	515	515	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2464											28			
174	172	1031/2	1031/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2465											28			
174	172	516	516	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2466											28			
174	172	1027/2	1027/2	0.0	0	0	Spanner	6/8	4	1	0																29			
174	172	1027/2	1027/2	3.0	0	0	Chord	6/8	4	1	3/4		r8	1/2	3/2	2467											29			
175	173	1033/2	1033/2	0.0	0	0	Dynamic	6/8	1	1	0						sf													
175	173	1033/2	1033/2	0.0	0	0	Spanner	6/8	1	1	0																			
175	173	1033/2	1033/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2468														
175	173	518	518	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2469														
175	173	519	519	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2470														
175	173	1033/2	1033/2	0.0	0	0	Dynamic	6/8	2	1	0						sf													
175	173	1033/2	1033/2	0.0	0	0	Spanner	6/8	2	1	0																			
175	173	1033/2	1033/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2471		articStaccatoBelow												
175	173	517	517	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2472		articStaccatoBelow												
175	173	1035/2	1035/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2473		articStaccatoBelow												
175	173	518	518	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2474		articStaccatoBelow												
175	173	1037/2	1037/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2475		articStaccatoBelow												
175	173	519	519	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2476		articStaccatoBelow												
175	173	1033/2	1033/2	0.0	0	0	Dynamic	6/8	3	1	0						sf													
175	173	1033/2	1033/2	0.0	0	0	Spanner	6/8	3	1	0																			
175	173	1033/2	1033/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2477														
175	173	518	518	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2478														
175	173	519	519	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2479														
175	173	1033/2	1033/2	0.0	0	0	Dynamic	6/8	4	1	0						sf													
175	173	1033/2	1033/2	0.0	0	0	Spanner	6/8	4	1	0																			
175	173	1033/2	1033/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2480														
175	173	518	518	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2481														
175	173	519	519	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2482														
176	174	1039/2	1039/2	0.0	0	0	StaffText	6/8	1	1	0								cresc.											
176	174	1039/2	1039/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2483														
176	174	521	521	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2484														
176	174	522	522	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2485														
176	174	1039/2	1039/2	0.0	0	0	StaffText	6/8	2	1	0								cresc.											
176	174	1039/2	1039/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	2486														
176	174	521	521	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	2487														
176	174	522	522	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2488														
176	174	1039/2	1039/2	0.0	0	0	StaffText	6/8	3	1	0								cresc.											
176	174	1039/2	1039/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2489														
176	174	520	520	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2490														
176	174	1041/2	1041/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2491														
176	174	521	521	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2492														
176	174	1043/2	1043/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2493														
176	174	522	522	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2494														
176	174	1039/2	1039/2	0.0	0	0	StaffText	6/8	4	1	0								cresc.											
176	174	1039/2	1039/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2495														
176	174	521	521	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2496														
176	174	522	522	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2497														
177	175	1045/2	1045/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2498														
177	175	524	524	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2499														
177	175	525	525	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2500														
177	175	1045/2	1045/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	2501														
177	175	524	524	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	2502														
177	175	525	525	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2503														
177	175	1045/2	1045/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2504														
177	175	523	523	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2505														
177	175	1047/2	1047/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2506														
177	175	524	524	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2507														
177	175	1049/2	1049/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2508														
177	175	525	525	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2509														
177	175	1045/2	1045/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2510														
177	175	524	524	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2511														
177	175	525	525	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2512														
178	176	1051/2	1051/2	0.0	0	0	Spanner	6/8	1	1	0																30			
178	176	1051/2	1051/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2513											30			
178	176	526	526	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2514											30			
178	176	1053/2	1053/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2515											30			
178	176	527	527	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2516											30			
178	176	1055/2	1055/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2517											30			
178	176	528	528	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2518											30			
178	176	1051/2	1051/2	0.0	0	0	Spanner	6/8	2	1	0																31			
178	176	1051/2	1051/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2519											31			
178	176	526	526	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2520											31			
178	176	1053/2	1053/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2521											31			
178	176	527	527	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2522											31			
178	176	1055/2	1055/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2523											31			
178	176	528	528	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2524											31			
178	176	1051/2	1051/2	0.0	0	0	Spanner	6/8	3	1	0																32			
178	176	1051/2	1051/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2525											32			
178	176	526	526	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2526											32			
178	176	1053/2	1053/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2527											32			
178	176	527	527	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2528											32			
178	176	1055/2	1055/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2529											32			
178	176	528	528	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2530											32			
178	176	1051/2	1051/2	0.0	0	0	Spanner	6/8	4	1	0																33			
178	176	1051/2	1051/2	3.0	0	0	Chord	6/8	4	1	3/4		r8	1/2	3/2	2531											33			
179	177	1057/2	1057/2	0.0	0	0	Dynamic	6/8	1	1	0						sf													
179	177	1057/2	1057/2	0.0	0	0	Spanner	6/8	1	1	0																			
179	177	1057/2	1057/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2532														
179	177	530	530	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2533														
179	177	531	531	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2534														
179	177	1057/2	1057/2	0.0	0	0	Dynamic	6/8	2	1	0						sf													
179	177	1057/2	1057/2	0.0	0	0	Spanner	6/8	2	1	0																			
179	177	1057/2	1057/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2535														
179	177	529	529	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2536														
179	177	1059/2	1059/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2537														
179	177	530	530	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2538														
179	177	1061/2	1061/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2539														
179	177	531	531	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2540														
179	177	1057/2	1057/2	0.0	0	0	Dynamic	6/8	3	1	0						sf													
179	177	1057/2	1057/2	0.0	0	0	Spanner	6/8	3	1	0																			
179	177	1057/2	1057/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2541														
179	177	530	530	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2542														
179	177	531	531	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2543														
179	177	1057/2	1057/2	0.0	0	0	Dynamic	6/8	4	1	0						sf													
179	177	1057/2	1057/2	0.0	0	0	Spanner	6/8	4	1	0																			
179	177	1057/2	1057/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2544														
179	177	530	530	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2545														
179	177	531	531	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2546														
180	178	1063/2	1063/2	0.0	0	0	Dynamic	6/8	1	1	0						f													
180	178	1063/2	1063/2	0.0	0	0	StaffText	6/8	1	1	0								cresc.											
180	178	1063/2	1063/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2547														
180	178	533	533	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2548														
180	178	534	534	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2549														
180	178	1063/2	1063/2	0.0	0	0	Dynamic	6/8	2	1	0						f													
180	178	1063/2	1063/2	0.0	0	0	StaffText	6/8	2	1	0								cresc.											
180	178	1063/2	1063/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2550														
180	178	532	532	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2551														
180	178	1065/2	1065/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2552														
180	178	533	533	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2553														
180	178	1067/2	1067/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2554														
180	178	534	534	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2555														
180	178	1063/2	1063/2	0.0	0	0	Dynamic	6/8	3	1	0						f													
180	178	1063/2	1063/2	0.0	0	0	StaffText	6/8	3	1	0								cresc.											
180	178	1063/2	1063/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2556														
180	178	533	533	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2557														
180	178	534	534	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2558														
180	178	1063/2	1063/2	0.0	0	0	Dynamic	6/8	4	1	0						f													
180	178	1063/2	1063/2	0.0	0	0	StaffText	6/8	4	1	0								cresc.											
180	178	1063/2	1063/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2559														
180	178	533	533	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2560														
180	178	534	534	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2561														
181	179	1069/2	1069/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2562														
181	179	536	536	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2563														
181	179	537	537	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2564														
181	179	1069/2	1069/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2565														
181	179	535	535	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2566														
181	179	1071/2	1071/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2567														
181	179	536	536	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2568														
181	179	1073/2	1073/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2569														
181	179	537	537	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2570														
181	179	1069/2	1069/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2571														
181	179	536	536	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2572														
181	179	537	537	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2573														
181	179	1069/2	1069/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2574														
181	179	536	536	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2575														
181	179	537	537	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2576														
182	180	1075/2	1075/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2577														
182	180	538	538	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2578														
182	180	1077/2	1077/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2579														
182	180	539	539	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2580														
182	180	1079/2	1079/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2581														
182	180	540	540	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2582														
182	180	1075/2	1075/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2583														
182	180	538	538	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2584														
182	180	1077/2	1077/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2585														
182	180	539	539	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2586														
182	180	1079/2	1079/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2587														
182	180	540	540	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2588														
182	180	1075/2	1075/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2589														
182	180	538	538	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2590														
182	180	1077/2	1077/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2591														
182	180	539	539	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2592														
182	180	1079/2	1079/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2593														
182	180	540	540	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2594														
182	180	1075/2	1075/2	3.0	0	0	Chord	6/8	4	1	3/4		r8	1/2	3/2	2595														
183	181	1081/2	1081/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2596														
183	181	542	542	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2597														
183	181	543	543	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2598														
183	181	1081/2	1081/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2599														
183	181	541	541	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2600														
183	181	1083/2	1083/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2601														
183	181	542	542	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2602														
183	181	1085/2	1085/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2603														
183	181	543	543	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2604														
183	181	1081/2	1081/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2605														
183	181	542	542	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2606														
183	181	543	543	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2607														
183	181	1081/2	1081/2	1.5	0	0	Chord	6/8	4	1	3/8			1/4	3/2	2608														
183	181	542	542	1.0	3/8	3/8	Chord	6/8	4	1	1/4			1/4	1	2609														
184	182	1087/2	1087/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2610														
184	182	544	544	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2611														
184	182	1089/2	1089/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2612														
184	182	545	545	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2613														
184	182	1091/2	1091/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2614														
184	182	546	546	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2615														
184	182	1087/2	1087/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2616														
184	182	544	544	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2617														
184	182	1089/2	1089/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2618														
184	182	545	545	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2619														
184	182	1091/2	1091/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2620														
184	182	546	546	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2621														
184	182	1087/2	1087/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2622														
184	182	544	544	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2623														
184	182	1089/2	1089/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2624														
184	182	545	545	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2625														
184	182	1091/2	1091/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2626														
184	182	546	546	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2627														
185	183	1093/2	1093/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2628														
185	183	547	547	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2629														
185	183	1095/2	1095/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2630														
185	183	548	548	0.0	3/8	3/8	Spanner	6/8	1	1	0																	0		
185	183	548	548	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2631												0		
185	183	1097/2	1097/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2632												0		
185	183	549	549	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2633												0		
185	183	1093/2	1093/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2634														
185	183	1095/2	1095/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2635														
185	183	548	548	0.0	3/8	3/8	Spanner	6/8	2	1	0																	1		
185	183	548	548	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2636												1		
185	183	1097/2	1097/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2637												1		
185	183	549	549	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2638												1		
185	183	1093/2	1093/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2639														
185	183	547	547	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2640														
185	183	1095/2	1095/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2641														
185	183	548	548	0.0	3/8	3/8	Spanner	6/8	3	1	0																	2		
185	183	548	548	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2642												2		
185	183	1097/2	1097/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2643												2		
185	183	549	549	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2644												2		
186	184	1099/2	1099/2	0.0	0	0	Spanner	6/8	1	1	0																34	0		
186	184	1099/2	1099/2	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	2645											34	0		
186	184	550	550	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	2646											34	0		
186	184	1101/2	1101/2	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	2647											34	0		
186	184	551	551	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	2648											34	0		
186	184	1103/2	1103/2	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	2649											34	0		
186	184	552	552	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2650											34	0		
186	184	1099/2	1099/2	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	2651												1		
186	184	550	550	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	2652												1		
186	184	1101/2	1101/2	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	2653												1		
186	184	551	551	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	2654												1		
186	184	1103/2	1103/2	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	2655												1		
186	184	552	552	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2656												1		
186	184	1099/2	1099/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2657												2		
186	184	550	550	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2658												2		
186	184	1101/2	1101/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2659												2		
186	184	551	551	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2660												2		
186	184	1103/2	1103/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2661												2		
186	184	552	552	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2662												2		
187	185	1105/2	1105/2	0.0	0	0	Spanner	6/8	1	1	0																	0		
187	185	1105/2	1105/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2663										54		0		
187	185	554	554	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2664												0		
187	185	555	555	0.0	5/8	5/8	Dynamic	6/8	1	1	0						ff											0		
187	185	555	555	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2665												0		
187	185	1105/2	1105/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	2666										55		1		
187	185	554	554	1.5	3/8	3/8	Chord	6/8	2	1	3/8			1/4	3/2	2667												1		
187	185	1105/2	1105/2	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	2668												2		
187	185	553	553	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	2669												2		
187	185	1107/2	1107/2	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	2670												2		
187	185	554	554	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	2671												2		
187	185	1109/2	1109/2	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	2672												2		
187	185	555	555	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2673												2		
187	185	555	555	0.0	5/8	5/8	Dynamic	6/8	4	1	0						ff													
187	185	555	555	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2674														
188	186	1111/2	1111/2	0.0	0	0	Dynamic	6/8	1	1	0						sf													
188	186	1111/2	1111/2	0.0	0	0	Spanner	6/8	1	1	0																			
188	186	1111/2	1111/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2675										56				
188	186	557	557	1.0	3/8	3/8	Chord	6/8	1	1	1/4			1/4	1	2676														
188	186	558	558	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	2677														
188	186	1111/2	1111/2	0.0	0	0	Dynamic	6/8	2	1	0						ff													
188	186	1111/2	1111/2	0.0	0	0	Spanner	6/8	2	1	0																			
188	186	1111/2	1111/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	2678										57				
188	186	557	557	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	2679														
188	186	558	558	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2680														
188	186	1111/2	1111/2	0.0	0	0	Dynamic	6/8	3	1	0						ff													
188	186	1111/2	1111/2	0.0	0	0	Spanner	6/8	3	1	0																			
188	186	1111/2	1111/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2681										58				
188	186	557	557	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2682														
188	186	558	558	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2683														
188	186	1111/2	1111/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	2684														
188	186	556	556	0.5	1/8	1/8	Chord	6/8	4	1	1/8			1/8	1	2685														
188	186	1113/2	1113/2	0.5	1/4	1/4	Chord	6/8	4	1	1/8			1/8	1	2686														
188	186	557	557	0.5	3/8	3/8	Chord	6/8	4	1	1/8			1/8	1	2687														
188	186	1115/2	1115/2	0.5	1/2	1/2	Chord	6/8	4	1	1/8			1/8	1	2688														
188	186	558	558	0.5	5/8	5/8	Chord	6/8	4	1	1/8			1/8	1	2689														
189	187	1117/2	1117/2	1.5	0	0	Chord	6/8	1	1	3/8			1/4	3/2	2690										59				
189	187	560	560	1.5	3/8	3/8	Chord	6/8	1	1	3/8			1/4	3/2	2691														
189	187	1117/2	1117/2	1.5	0	0	Chord	6/8	2	1	3/8			1/4	3/2	2692										60				
189	187	560	560	1.0	3/8	3/8	Chord	6/8	2	1	1/4			1/4	1	2693														
189	187	561	561	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	2694														
189	187	1117/2	1117/2	1.5	0	0	Chord	6/8	3	1	3/8			1/4	3/2	2695										61				
189	187	560	560	1.0	3/8	3/8	Chord	6/8	3	1	1/4			1/4	1	2696														
189	187	561	561	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	2697														
189	187	1117/2	1117/2	0.5	0	0	Chord	6/8	4	1	1/8			1/8	1	2698														
