mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	crescendo_line
24	24	383/4	383/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	619									93		2	
24	24	92	92	0.0	0	0	Dynamic	4/4	3	1	0					f											
24	24	92	92	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	620									94			
24	24	93	93	1.0	1/4	1/4	Chord	4/4	3	1	1/4		1/4	1	621									94			
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	3	1	0													94		3	
24	24	94	94	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	622									94		3	
24	24	95	95	0.0	3/4	3/4	Spanner	4/4	3	1	0																
24	24	95	95	1.0	3/4	3/4	Chord	4/4	3	1	1/4		1/4	1	623									95			
24	24	92	92	0.0	0	0	Dynamic	4/4	4	1	0					f											
24	24	92	92	0.0	0	0	Spanner	4/4	4	1	0																
24	24	92	92	0.25	0	0	Chord	4/4	4	1	1/16		1/16	1	624									96			
24	24	369/4	369/4	0.25	1/16	1/16	Chord	4/4	4	1	1/16		1/16	1	625									96			
24	24	185/2	185/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	626									96			
24	24	371/4	371/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	627												
24	24	93	93	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	628												
24	24	94	94	0.0	1/2	1/2	Spanner	4/4	4	1	0															4	
24	24	94	94	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	629									97		4	
24	24	377/4	377/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	630									97		4	
24	24	189/2	189/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	631									97		4	
24	24	379/4	379/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	632											4	
24	24	95	95	0.0	3/4	3/4	Spanner	4/4	4	1	0																
24	24	95	95	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	633												
25	25	96	96	0.0	0	0	Spanner	4/4	1	1	0																
25	25	96	96	1.0	0	0	Chord	4/4	1	1	1/4		1/4	1	634												
25	25	195/2	195/2	0.0	3/8	3/8	Dynamic	4/4	1	1	0					p											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	635												
25	25	98	98	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	636									98			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	637												
25	25	96	96	0.0	0	0	Spanner	4/4	2	1	0																
25	25	96	96	1.0	0	0	Chord	4/4	2	1	1/4		1/4	1	638												
25	25	195/2	195/2	0.0	3/8	3/8	Dynamic	4/4	2	1	0					p											
25	25	195/2	195/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	639												
25	25	98	98	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	640									99			
25	25	99	99	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	641												
25	25	96	96	0.0	0	0	Dynamic	4/4	3	1	0					p											
25	25	96	96	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	642									100			
25	25	385/4	385/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	643									100			
25	25	193/2	193/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	644									100			
25	25	387/4	387/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	645									100			
25	25	97	97	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	646									100			
25	25	389/4	389/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	647									100			
25	25	195/2	195/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	648									100			
25	25	391/4	391/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	649												
25	25	98	98	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	650									101			
25	25	393/4	393/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	651									101			
25	25	197/2	197/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	652									101			
25	25	395/4	395/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	653									101			
25	25	99	99	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	654									101			
25	25	397/4	397/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	655									101			
25	25	199/2	199/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	656									101			
25	25	399/4	399/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	657												
25	25	96	96	0.0	0	0	Dynamic	4/4	4	1	0					p											
25	25	96	96	4.0	0	0	Chord	4/4	4	1	1		1	1	658												
26	26	100	100	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	659												
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	660												
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	661									102			
26	26	102	102	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	662												
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	663		articStaccatoAbove							103			
26	26	103	103	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	664		articStaccatoAbove							103			
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	665		articStaccatoAbove										
26	26	100	100	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	666												
26	26	201/2	201/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	667												
26	26	203/2	203/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	668												
26	26	102	102	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	669												
26	26	205/2	205/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	670		articStaccatoAbove							104			
26	26	103	103	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	671		articStaccatoAbove							104			
26	26	207/2	207/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	672		articStaccatoAbove										
26	26	100	100	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	673									105			
26	26	401/4	401/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	674									105			
26	26	201/2	201/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	675									105			
26	26	403/4	403/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	676									105			
26	26	101	101	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	677									105			
26	26	405/4	405/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	678									105			
26	26	203/2	203/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	679									105			
26	26	407/4	407/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	680												
26	26	102	102	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	681									106			
26	26	409/4	409/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	682									106			
26	26	205/2	205/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	683									106			
26	26	411/4	411/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	684									106			
26	26	103	103	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	685									106			
26	26	413/4	413/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	686									106			
26	26	207/2	207/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	687									106			
26	26	415/4	415/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	688												
26	26	100	100	1.0	0	0	Chord	4/4	4	1	1/4		1/4	1	689												
26	26	101	101	1.0	1/4	1/4	Chord	4/4	4	1	1/4		1/4	1	690												
26	26	102	102	2.0	1/2	1/2	Chord	4/4	4	1	1/2		1/2	1	691												
27	27	104	104	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	692												
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	693												
27	27	105	105	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	694												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	695												
27	27	106	106	0.0	1/2	1/2	StaffText	4/4	1	1	0							cresc.									
27	27	106	106	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	696									107			
27	27	107	107	1.0	3/4	3/4	Chord	4/4	1	1	1/4		1/4	1	697												
27	27	104	104	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	698												
27	27	209/2	209/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8		1/8	1	699												
27	27	105	105	0.5	1/4	1/4	Chord	4/4	2	1	1/8		1/8	1	700												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	701												
27	27	106	106	0.0	1/2	1/2	StaffText	4/4	2	1	0							cresc.									
27	27	106	106	1.0	1/2	1/2	Chord	4/4	2	1	1/4		1/4	1	702									108			
27	27	107	107	1.0	3/4	3/4	Chord	4/4	2	1	1/4		1/4	1	703												
27	27	104	104	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	704									109			
27	27	417/4	417/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	705									109			
27	27	209/2	209/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	706									109			
27	27	419/4	419/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	707									109			
27	27	105	105	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	708									109			
27	27	421/4	421/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	709									109			
27	27	211/2	211/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	710									109			
27	27	423/4	423/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	711												
27	27	106	106	0.0	1/2	1/2	StaffText	4/4	3	1	0							cresc.									
27	27	106	106	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	712									110			
27	27	425/4	425/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	713									110			
27	27	213/2	213/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	714									110			
27	27	427/4	427/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	715									110			
27	27	107	107	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	716									110			
27	27	429/4	429/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	717									110			
27	27	215/2	215/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	718									110			
27	27	431/4	431/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	719												
27	27	104	104	1.5	0	0	Chord	4/4	4	1	3/8		1/4	3/2	720												
27	27	211/2	211/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	721									111			
27	27	106	106	0.0	1/2	1/2	StaffText	4/4	4	1	0							cresc.						111			
27	27	106	106	0.5	1/2	1/2	Chord	4/4	4	1	1/8		1/8	1	722									111			
27	27	213/2	213/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	723									111			
27	27	107	107	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	724									111			
27	27	215/2	215/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	725												
28	28	108	108	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	726												
28	28	217/2	217/2	1.0	1/8	1/8	Chord	4/4	1	1	1/4		1/4	1	727												
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	728									112			
28	28	110	110	0.5	1/2	1/2	Chord	4/4	1	1	1/8		1/8	1	729												
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	730		articStaccatoBelow							113			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	731		articStaccatoBelow							113			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	732		articStaccatoBelow										
28	28	108	108	0.5	0	0	Chord	4/4	2	1	1/8		1/8	1	733												
28	28	217/2	217/2	1.0	1/8	1/8	Chord	4/4	2	1	1/4		1/4	1	734												
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8		1/8	1	735												
28	28	110	110	0.5	1/2	1/2	Chord	4/4	2	1	1/8		1/8	1	736												
28	28	221/2	221/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8		1/8	1	737		articStaccatoBelow							114			
28	28	111	111	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	738		articStaccatoBelow							114			
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	739		articStaccatoBelow										
28	28	108	108	0.25	0	0	Chord	4/4	3	1	1/16		1/16	1	740									115			
28	28	433/4	433/4	0.25	1/16	1/16	Chord	4/4	3	1	1/16		1/16	1	741									115			
28	28	217/2	217/2	0.25	1/8	1/8	Chord	4/4	3	1	1/16		1/16	1	742									115			
28	28	435/4	435/4	0.25	3/16	3/16	Chord	4/4	3	1	1/16		1/16	1	743									115			
28	28	109	109	0.25	1/4	1/4	Chord	4/4	3	1	1/16		1/16	1	744									115			
28	28	437/4	437/4	0.25	5/16	5/16	Chord	4/4	3	1	1/16		1/16	1	745									115			
28	28	219/2	219/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	746									115			
28	28	439/4	439/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	747												
28	28	110	110	0.25	1/2	1/2	Chord	4/4	3	1	1/16		1/16	1	748									116			
28	28	441/4	441/4	0.25	9/16	9/16	Chord	4/4	3	1	1/16		1/16	1	749									116			
28	28	221/2	221/2	0.25	5/8	5/8	Chord	4/4	3	1	1/16		1/16	1	750									116			
28	28	443/4	443/4	0.25	11/16	11/16	Chord	4/4	3	1	1/16		1/16	1	751									116			
28	28	111	111	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	752									116			
28	28	445/4	445/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	753									116			
28	28	223/2	223/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	754									116			
28	28	447/4	447/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	755												
28	28	108	108	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	756									117			
28	28	217/2	217/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	757									117			
28	28	109	109	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	758									117			
28	28	219/2	219/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	759												
28	28	110	110	1.5	1/2	1/2	Chord	4/4	4	1	3/8		1/4	3/2	760												
28	28	223/2	223/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	761												
29	29	112	112	0.5	0	0	Chord	4/4	1	1	1/8		1/8	1	762												
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	763		articAccentBelow							118			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	764												
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	765		articStaccatoBelow										
29	29	229/2	229/2	0.0	5/8	5/8	StaffText	4/4	1	1	0							cresc.									
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8		1/8	1	766		articAccentAbove							119			
29	29	115	115	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	767												
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	768		articStaccatoAbove										
29	29	112	112	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	769									120			
29	29	449/4	449/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	770									120			
29	29	225/2	225/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	771									120			
29	29	451/4	451/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	772									120			
29	29	113	113	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	773									120			
29	29	453/4	453/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	774									120			
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	775									120			
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	776												
29	29	114	114	0.0	1/2	1/2	StaffText	4/4	2	1	0							cresc.									
29	29	114	114	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	777									121			
29	29	457/4	457/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	778									121			
29	29	229/2	229/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	779									121			
29	29	459/4	459/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	780									121			
29	29	115	115	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	781									121			
29	29	461/4	461/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	782									121			
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	783									121			
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	784												
29	29	112	112	1.0	0	0	Chord	4/4	3	1	1/4		1/4	1	785												
29	29	227/2	227/2	0.0	3/8	3/8	StaffText	4/4	3	1	0							cresc.									
29	29	227/2	227/2	0.25	3/8	3/8	Chord	4/4	3	1	1/16		1/16	1	786									122			
29	29	455/4	455/4	0.25	7/16	7/16	Chord	4/4	3	1	1/16		1/16	1	787												
29	29	114	114	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	788												
29	29	231/2	231/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	789									123			
29	29	463/4	463/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	790												
29	29	112	112	0.5	0	0	Chord	4/4	4	1	1/8		1/8	1	791												
29	29	225/2	225/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	792		articAccentBelow							124			
29	29	113	113	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	793												
29	29	227/2	227/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	794		articStaccatoBelow										
29	29	229/2	229/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8		1/8	1	795		articAccentBelow							125			
29	29	115	115	0.0	3/4	3/4	StaffText	4/4	4	1	0							cresc.									
29	29	115	115	0.5	3/4	3/4	Chord	4/4	4	1	1/8		1/8	1	796												
29	29	231/2	231/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8		1/8	1	797		articStaccatoBelow										
30	30	233/2	233/2	0.0	1/8	1/8	Spanner	4/4	1	1	0														9		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8		1/8	1	798									126	9		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	1	1	1/8		1/8	1	799									126	9		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8		1/8	1	800										9		
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	1	1	0					f											
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	1	1	0																
30	30	118	118	1.0	1/2	1/2	Chord	4/4	1	1	1/4		1/4	1	801									127			
30	30	119	119	0.5	3/4	3/4	Chord	4/4	1	1	1/8		1/8	1	802												
30	30	239/2	239/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8		1/8	1	803												
30	30	116	116	0.25	0	0	Chord	4/4	2	1	1/16		1/16	1	804									128			
30	30	465/4	465/4	0.25	1/16	1/16	Chord	4/4	2	1	1/16		1/16	1	805									128			
30	30	233/2	233/2	0.25	1/8	1/8	Chord	4/4	2	1	1/16		1/16	1	806									128			
30	30	467/4	467/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16		1/16	1	807									128			
30	30	117	117	0.25	1/4	1/4	Chord	4/4	2	1	1/16		1/16	1	808									128			
30	30	469/4	469/4	0.25	5/16	5/16	Chord	4/4	2	1	1/16		1/16	1	809									128			
30	30	235/2	235/2	0.25	3/8	3/8	Chord	4/4	2	1	1/16		1/16	1	810									128			
30	30	471/4	471/4	0.25	7/16	7/16	Chord	4/4	2	1	1/16		1/16	1	811												
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	2	1	0					f											
30	30	118	118	0.25	1/2	1/2	Chord	4/4	2	1	1/16		1/16	1	812									129			
30	30	473/4	473/4	0.25	9/16	9/16	Chord	4/4	2	1	1/16		1/16	1	813									129			
30	30	237/2	237/2	0.25	5/8	5/8	Chord	4/4	2	1	1/16		1/16	1	814									129			
30	30	475/4	475/4	0.25	11/16	11/16	Chord	4/4	2	1	1/16		1/16	1	815									129			
30	30	119	119	0.25	3/4	3/4	Chord	4/4	2	1	1/16		1/16	1	816									129			
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	2	1	1/16		1/16	1	817									129			
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	2	1	1/16		1/16	1	818									129			
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	2	1	1/16		1/16	1	819												
30	30	116	116	0.0	0	0	Spanner	4/4	3	1	0														10		
30	30	116	116	0.5	0	0	Chord	4/4	3	1	1/8		1/8	1	820										10		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8		1/8	1	821										10		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	3	1	1/8		1/8	1	822										10		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8		1/8	1	823										10		
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f											
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	3	1	0					f											
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	3	1	0																
30	30	118	118	1.0	1/2	1/2	Chord	4/4	3	1	1/4		1/4	1	824												
30	30	119	119	0.25	3/4	3/4	Chord	4/4	3	1	1/16		1/16	1	825												
30	30	477/4	477/4	0.25	13/16	13/16	Chord	4/4	3	1	1/16		1/16	1	826									130			
30	30	239/2	239/2	0.25	7/8	7/8	Chord	4/4	3	1	1/16		1/16	1	827									130			
30	30	479/4	479/4	0.25	15/16	15/16	Chord	4/4	3	1	1/16		1/16	1	828												
30	30	233/2	233/2	0.0	1/8	1/8	Spanner	4/4	4	1	0														11		
30	30	233/2	233/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8		1/8	1	829										11		
30	30	117	117	0.5	1/4	1/4	Chord	4/4	4	1	1/8		1/8	1	830										11		
30	30	235/2	235/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8		1/8	1	831										11		
30	30	118	118	0.0	1/2	1/2	Dynamic	4/4	4	1	0					f											
30	30	118	118	0.0	1/2	1/2	Spanner	4/4	4	1	0																
30	30	118	118	1.0	1/2	1/2	Chord	4/4	4	1	1/4		1/4	1	832												
30	30	119	119	1.0	3/4	3/4	Chord	4/4	4	1	1/4		1/4	1	833												
31	31	120	120	0.0	0	0	Dynamic	4/4	1	1	0					p											
31	31	120	120	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	834									131			
31	31	481/4	481/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	835									131			
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	1	1	1/16		1/16	1	836									131			
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16		1/16	1	837									131			
31	31	121	121	0.25	1/4	1/4	Chord	4/4	1	1	1/16		1/16	1	838									131			
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	1	1	1/16		1/16	1	839									131			
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	1	1	1/16		1/16	1	840									131			
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	1	1	1/16		1/16	1	841									131			
31	31	122	122	0.25	1/2	1/2	Chord	4/4	1	1	1/16		1/16	1	842												
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	1	1	1/16		1/16	1	843									132			
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	1	1	1/16		1/16	1	844									132			
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	1	1	1/16		1/16	1	845									132			
31	31	123	123	0.25	3/4	3/4	Chord	4/4	1	1	1/16		1/16	1	846									132			
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	1	1	1/16		1/16	1	847									132			
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	1	1	1/16		1/16	1	848									132			
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	1	1	1/16		1/16	1	849									132			
31	31	120	120	0.0	0	0	Dynamic	4/4	2	1	0					p											
31	31	120	120	3.0	0	0	Chord	4/4	2	1	3/4		1/2	3/2	850												
31	31	123	123	0.5	3/4	3/4	Chord	4/4	2	1	1/8		1/8	1	851												
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8		1/8	1	852												
31	31	120	120	0.0	0	0	Dynamic	4/4	3	1	0					p											
31	31	120	120	3.0	0	0	Chord	4/4	3	1	3/4		1/2	3/2	853												
31	31	123	123	0.5	3/4	3/4	Chord	4/4	3	1	1/8		1/8	1	854												
31	31	247/2	247/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8		1/8	1	855												
31	31	241/2	241/2	0.0	1/8	1/8	Dynamic	4/4	4	1	0					p											
31	31	241/2	241/2	0.25	1/8	1/8	Chord	4/4	4	1	1/16		1/16	1	856									133			
31	31	483/4	483/4	0.25	3/16	3/16	Chord	4/4	4	1	1/16		1/16	1	857									133			
31	31	121	121	0.25	1/4	1/4	Chord	4/4	4	1	1/16		1/16	1	858									133			
31	31	485/4	485/4	0.25	5/16	5/16	Chord	4/4	4	1	1/16		1/16	1	859									133			
31	31	243/2	243/2	0.25	3/8	3/8	Chord	4/4	4	1	1/16		1/16	1	860									133			
31	31	487/4	487/4	0.25	7/16	7/16	Chord	4/4	4	1	1/16		1/16	1	861									133			
31	31	122	122	0.25	1/2	1/2	Chord	4/4	4	1	1/16		1/16	1	862												
31	31	489/4	489/4	0.25	9/16	9/16	Chord	4/4	4	1	1/16		1/16	1	863									134			
31	31	245/2	245/2	0.25	5/8	5/8	Chord	4/4	4	1	1/16		1/16	1	864									134			
31	31	491/4	491/4	0.25	11/16	11/16	Chord	4/4	4	1	1/16		1/16	1	865									134			
31	31	123	123	0.25	3/4	3/4	Chord	4/4	4	1	1/16		1/16	1	866									134			
31	31	493/4	493/4	0.25	13/16	13/16	Chord	4/4	4	1	1/16		1/16	1	867									134			
31	31	247/2	247/2	0.25	7/8	7/8	Chord	4/4	4	1	1/16		1/16	1	868									134			
31	31	495/4	495/4	0.25	15/16	15/16	Chord	4/4	4	1	1/16		1/16	1	869									134			
32	32	124	124	0.0	0	0	StaffText	4/4	1	1	0							cresc.									
32	32	124	124	0.25	0	0	Chord	4/4	1	1	1/16		1/16	1	870												
32	32	497/4	497/4	0.25	1/16	1/16	Chord	4/4	1	1	1/16		1/16	1	871									135			
