mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	crescendo_line	decrescendo_hairpin
106	105	841/4	841/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2000									337		28		
106	105	417/2	417/2	0.0	0	0	Spanner	2/4	2	1	0																		
106	105	417/2	417/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2001													
106	105	835/4	835/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2002									338				
106	105	209	209	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2003									338				
106	105	837/4	837/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2004									338				
106	105	419/2	419/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2005													
106	105	839/4	839/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																29		
106	105	839/4	839/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2006									339		29		
106	105	210	210	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2007									339		29		
106	105	841/4	841/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2008									339		29		
106	105	417/2	417/2	0.0	0	0	Spanner	2/4	3	1	0																		
106	105	417/2	417/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	2009													
106	105	209	209	0.0	1/8	1/8	Spanner	2/4	3	1	0																30		
106	105	209	209	1.0	1/8	1/8	Chord	2/4	3	1	1/4			1/4	1	2010											30		
106	105	210	210	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2011											30		
106	105	417/2	417/2	0.0	0	0	Spanner	2/4	4	1	0																		
106	105	417/2	417/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2012													
106	105	835/4	835/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2013									340				
106	105	209	209	0.0	1/8	1/8	Spanner	2/4	4	1	0														340		31		
106	105	209	209	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2014									340		31		
106	105	837/4	837/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2015									340		31		
106	105	419/2	419/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	2016											31		
106	105	839/4	839/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	2017									341		31		
106	105	210	210	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	2018									341		31		
106	105	841/4	841/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2019									341		31		
107	106	421/2	421/2	0.0	0	0	Spanner	2/4	1	1	0																		
107	106	421/2	421/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2020													
107	106	843/4	843/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2021									342				
107	106	211	211	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2022									342				
107	106	845/4	845/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2023									342				
107	106	423/2	423/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2024									342				
107	106	847/4	847/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2025									342				
107	106	212	212	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2026									342				
107	106	849/4	849/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2027									342				
107	106	421/2	421/2	0.0	0	0	Spanner	2/4	2	1	0																		
107	106	421/2	421/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2028													
107	106	423/2	423/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2029													
107	106	421/2	421/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2030											30		
107	106	423/2	423/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2031											30		
107	106	421/2	421/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2032											31		
107	106	423/2	423/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2033											31		
108	107	425/2	425/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2034													
108	107	425/2	425/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2035													
108	107	425/2	425/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2036											30		
108	107	851/4	851/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2037									343		31		
108	107	213	213	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2038									343		31		
108	107	853/4	853/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2039									343		31		
108	107	427/2	427/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2040											31		
108	107	214	214	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2041									344		31		
109	108	216	216	0.0	3/8	3/8	Dynamic	2/4	1	1	0						pp												
109	108	216	216	0.375	3/8	3/8	Chord	2/4	1	1	3/32			1/16	3/2	2042									345				
109	108	1731/8	1731/8	0.125	15/32	15/32	Chord	2/4	1	1	1/32			1/32	1	2043													
109	108	216	216	0.0	3/8	3/8	Dynamic	2/4	2	1	0						pp												
109	108	216	216	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2044													
109	108	216	216	0.0	3/8	3/8	Dynamic	2/4	3	1	0						pp												
109	108	216	216	0.0	3/8	3/8	Spanner	2/4	3	1	0																		
109	108	216	216	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2045													
109	108	429/2	429/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2046									344		31		
109	108	215	215	0.5	1/8	1/8	Chord	2/4	4	1	1/8			1/8	1	2047									344		31		
109	108	431/2	431/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2048									344		31		
109	108	216	216	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2049											31		
110	109	433/2	433/2	1.5	0	0	Chord	2/4	1	1	3/8			1/4	3/2	2050													
110	109	218	218	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2051													
110	109	433/2	433/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2052													
110	109	435/2	435/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2053													
110	109	218	218	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2054													
110	109	433/2	433/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2055													
110	109	435/2	435/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2056													
110	109	218	218	0.5	3/8	3/8	Chord	2/4	3	1	1/8			1/8	1	2057													
110	109	433/2	433/2	0.0	0	0	Dynamic	2/4	4	1	0						pp												
110	109	433/2	433/2	0.0	0	0	Spanner	2/4	4	1	0																		
110	109	433/2	433/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	2058													
110	109	218	218	0.5	3/8	3/8	Chord	2/4	4	1	1/8			1/8	1	2059													
111	110	437/2	437/2	0.0	0	0	Spanner	2/4	1	1	0																	84	
111	110	437/2	437/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2060												84	
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																32		
111	110	439/2	439/2	1.0	1/4	1/4	Chord	2/4	1	1	1/4			1/4	1	2061											32		
111	110	437/2	437/2	0.0	0	0	Spanner	2/4	2	1	0																	85	
111	110	437/2	437/2	0.75	0	0	Chord	2/4	2	1	3/16			1/8	3/2	2062									346			85	
111	110	877/4	877/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2063												85	
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																33		
111	110	439/2	439/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2064									347		33		
111	110	879/4	879/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2065									347		33		
111	110	220	220	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2066									347		33		
111	110	881/4	881/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2067											33		
111	110	437/2	437/2	0.0	0	0	Spanner	2/4	3	1	0																	86	
111	110	437/2	437/2	0.75	0	0	Chord	2/4	3	1	3/16			1/8	3/2	2068									348			86	
111	110	877/4	877/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2069												86	
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																34		
111	110	439/2	439/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2070									349		34		
111	110	879/4	879/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2071									349		34		
111	110	220	220	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2072									349		34		
111	110	881/4	881/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2073											34		
111	110	437/2	437/2	0.0	0	0	Spanner	2/4	4	1	0																	87	
111	110	437/2	437/2	1.5	0	0	Chord	2/4	4	1	3/8			1/4	3/2	2074									350			87	
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	4	1	0														350				
111	110	439/2	439/2	0.0	1/4	1/4	Spanner	2/4	4	1	0														350		35		
111	110	220	220	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	2075									350		35		
111	110	881/4	881/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2076											35		
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	1	1	0															17			
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	1	1	0															17			
112	111	441/2	441/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2077										17			
112	111	883/4	883/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2078									351	17			
112	111	221	221	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2079									351	17			
112	111	885/4	885/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2080									351	17			
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		20
112	111	443/2	443/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2081													20
112	111	222	222	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2082													20
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	2	1	0															18			
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	2	1	0															18			
112	111	441/2	441/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2083										18			
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		21
112	111	443/2	443/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2084									352				21
112	111	887/4	887/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2085									352				21
112	111	222	222	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2086									352				21
112	111	889/4	889/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2087													21
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	3	1	0															19			
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	3	1	0															19			
112	111	441/2	441/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2088										19			
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		22
112	111	443/2	443/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2089									353				22
112	111	222	222	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2090									353				22
112	111	889/4	889/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2091													22
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	4	1	0															20			
112	111	441/2	441/2	0.0	0	0	Spanner	2/4	4	1	0															20			
112	111	441/2	441/2	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2092										20			
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																		
112	111	443/2	443/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																		23
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	1	1	0																		
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	1	1	0															21			
113	112	445/2	445/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2093										21			
113	112	891/4	891/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2094									354	21			
113	112	223	223	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2095									354	21			
113	112	893/4	893/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2096									354	21			
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	1	1	0																		24
113	112	447/2	447/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2097													24
113	112	224	224	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2098													24
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	2	1	0																		
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	2	1	0															22			
113	112	445/2	445/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2099										22			
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	2	1	0																		25
113	112	447/2	447/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2100									355				25
113	112	895/4	895/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2101									355				25
113	112	224	224	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2102									355				25
113	112	897/4	897/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2103									355				25
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	3	1	0																		
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	3	1	0															23			
113	112	445/2	445/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2104										23			
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	3	1	0																		26
113	112	447/2	447/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2105									356				26
113	112	224	224	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2106									356				26
113	112	897/4	897/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2107													26
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	4	1	0																		
113	112	445/2	445/2	0.0	0	0	Spanner	2/4	4	1	0															24			
113	112	445/2	445/2	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2108										24			
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																		
113	112	447/2	447/2	0.0	1/4	1/4	Spanner	2/4	4	1	0																		27
114	113	449/2	449/2	0.0	0	0	Spanner	2/4	1	1	0																		
114	113	449/2	449/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2109													
114	113	899/4	899/4	0.0	1/16	1/16	Spanner	2/4	1	1	0																36		
114	113	899/4	899/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2110									357		36		
114	113	225	225	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2111									357		36		
114	113	901/4	901/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2112											36		
114	113	451/2	451/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2113											36		
114	113	226	226	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2114											36		
114	113	449/2	449/2	0.0	0	0	Spanner	2/4	2	1	0																		
114	113	449/2	449/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2115													
114	113	903/4	903/4	0.0	5/16	5/16	Spanner	2/4	2	1	0																37		
114	113	903/4	903/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2116									358		37		
114	113	226	226	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2117									358		37		
114	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2118									358		37		
114	113	449/2	449/2	0.0	0	0	Spanner	2/4	3	1	0																		
114	113	449/2	449/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	2119													
114	113	899/4	899/4	0.0	1/16	1/16	Spanner	2/4	3	1	0																38		
114	113	899/4	899/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	2120									359		38		
114	113	225	225	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	2121									359		38		
114	113	901/4	901/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2122									359		38		
114	113	451/2	451/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2123											38		
114	113	903/4	903/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2124									360		38		
114	113	226	226	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2125									360		38		
114	113	905/4	905/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2126									360		38		
114	113	449/2	449/2	0.0	0	0	Spanner	2/4	4	1	0																		
114	113	449/2	449/2	0.0	0	0	Spanner	2/4	4	1	0																39		
114	113	449/2	449/2	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2127											39		
115	114	453/2	453/2	0.0	0	0	Spanner	2/4	1	1	0																		
115	114	453/2	453/2	0.5	0	0	Chord	2/4	1	1	1/8			1/8	1	2128													
115	114	227	227	1.0	1/8	1/8	Chord	2/4	1	1	1/4			1/4	1	2129													
115	114	228	228	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2130													
115	114	453/2	453/2	0.0	0	0	Spanner	2/4	2	1	0																		
115	114	453/2	453/2	0.25	0	0	Chord	2/4	2	1	1/16			1/16	1	2131													
115	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	2	1	1/16			1/16	1	2132									361				
115	114	227	227	0.25	1/8	1/8	Chord	2/4	2	1	1/16			1/16	1	2133									361				
115	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	2	1	1/16			1/16	1	2134									361				
115	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	2	1	1/16			1/16	1	2135													
115	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	2	1	1/16			1/16	1	2136									362				
115	114	228	228	0.25	3/8	3/8	Chord	2/4	2	1	1/16			1/16	1	2137									362				
115	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	2	1	1/16			1/16	1	2138									362				
115	114	453/2	453/2	0.0	0	0	Spanner	2/4	3	1	0																		
115	114	453/2	453/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	2139													
115	114	907/4	907/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	2140									363				
115	114	227	227	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	2141									363				
115	114	909/4	909/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2142									363				
115	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2143													
115	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2144									364				
115	114	228	228	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2145									364				
115	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2146									364				
115	114	453/2	453/2	0.0	0	0	Spanner	2/4	4	1	0																		
115	114	453/2	453/2	1.0	0	0	Chord	2/4	4	1	1/4			1/4	1	2147													
115	114	455/2	455/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	2148													
115	114	911/4	911/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	2149									365				
115	114	228	228	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	2150									365				
115	114	913/4	913/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2151									365				
116	115	457/2	457/2	2.0	0	0	Chord	2/4	1	1	1/2			1/2	1	2152													
116	115	457/2	457/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2153													
116	115	229	229	1.5	1/8	1/8	Chord	2/4	2	1	3/8			1/4	3/2	2154													
116	115	457/2	457/2	0.25	0	0	Chord	2/4	3	1	1/16			1/16	1	2155													
116	115	915/4	915/4	0.25	1/16	1/16	Chord	2/4	3	1	1/16			1/16	1	2156									366				
116	115	229	229	0.25	1/8	1/8	Chord	2/4	3	1	1/16			1/16	1	2157									366				
116	115	917/4	917/4	0.25	3/16	3/16	Chord	2/4	3	1	1/16			1/16	1	2158									366				
116	115	459/2	459/2	0.25	1/4	1/4	Chord	2/4	3	1	1/16			1/16	1	2159													
116	115	919/4	919/4	0.25	5/16	5/16	Chord	2/4	3	1	1/16			1/16	1	2160									367				
116	115	230	230	0.25	3/8	3/8	Chord	2/4	3	1	1/16			1/16	1	2161									367				
116	115	921/4	921/4	0.25	7/16	7/16	Chord	2/4	3	1	1/16			1/16	1	2162									367				
116	115	457/2	457/2	0.25	0	0	Chord	2/4	4	1	1/16			1/16	1	2163													
116	115	915/4	915/4	0.25	1/16	1/16	Chord	2/4	4	1	1/16			1/16	1	2164									368				
116	115	229	229	0.25	1/8	1/8	Chord	2/4	4	1	1/16			1/16	1	2165									368				
116	115	917/4	917/4	0.25	3/16	3/16	Chord	2/4	4	1	1/16			1/16	1	2166									368				
116	115	459/2	459/2	0.25	1/4	1/4	Chord	2/4	4	1	1/16			1/16	1	2167													
116	115	919/4	919/4	0.25	5/16	5/16	Chord	2/4	4	1	1/16			1/16	1	2168									369				
116	115	230	230	0.25	3/8	3/8	Chord	2/4	4	1	1/16			1/16	1	2169									369				
116	115	921/4	921/4	0.25	7/16	7/16	Chord	2/4	4	1	1/16			1/16	1	2170									369				
117	116	461/2	461/2	0.0	0	0	StaffText	2/4	1	1	0								dolce										
117	116	461/2	461/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2171									370				
117	116	923/4	923/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2172									370				
117	116	231	231	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2173									370				
117	116	925/4	925/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2174													
117	116	463/2	463/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2175									371				
117	116	927/4	927/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2176									371				
117	116	232	232	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2177									371				
117	116	929/4	929/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2178													
117	116	461/2	461/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2179													
117	116	463/2	463/2	0.0	1/4	1/4	StaffText	2/4	2	1	0								dolce										
117	116	463/2	463/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2180													
117	116	461/2	461/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2181													
117	116	463/2	463/2	0.0	1/4	1/4	StaffText	2/4	3	1	0								dolce										
117	116	463/2	463/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2182													
117	116	461/2	461/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2183													
117	116	463/2	463/2	0.0	1/4	1/4	StaffText	2/4	4	1	0								dolce										
117	116	463/2	463/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2184													
118	117	465/2	465/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2185									372				
118	117	931/4	931/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2186									372				
118	117	233	233	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2187									372				
118	117	933/4	933/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2188													
118	117	467/2	467/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2189									373				
118	117	935/4	935/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2190									373				
118	117	234	234	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2191									373				
118	117	937/4	937/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2192													
118	117	465/2	465/2	0.5	0	0	Chord	2/4	2	1	1/8			1/8	1	2193													
118	117	467/2	467/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2194													
118	117	465/2	465/2	0.5	0	0	Chord	2/4	3	1	1/8			1/8	1	2195													
118	117	467/2	467/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2196													
118	117	465/2	465/2	0.5	0	0	Chord	2/4	4	1	1/8			1/8	1	2197													
118	117	467/2	467/2	0.5	1/4	1/4	Chord	2/4	4	1	1/8			1/8	1	2198													
119	118	469/2	469/2	0.25	0	0	Chord	2/4	1	1	1/16			1/16	1	2199									374				
119	118	939/4	939/4	0.25	1/16	1/16	Chord	2/4	1	1	1/16			1/16	1	2200									374				
119	118	235	235	0.25	1/8	1/8	Chord	2/4	1	1	1/16			1/16	1	2201									374				
119	118	941/4	941/4	0.25	3/16	3/16	Chord	2/4	1	1	1/16			1/16	1	2202									374				
119	118	471/2	471/2	0.25	1/4	1/4	Chord	2/4	1	1	1/16			1/16	1	2203									374				
119	118	943/4	943/4	0.25	5/16	5/16	Chord	2/4	1	1	1/16			1/16	1	2204									374				
119	118	236	236	0.25	3/8	3/8	Chord	2/4	1	1	1/16			1/16	1	2205									374				
119	118	945/4	945/4	0.25	7/16	7/16	Chord	2/4	1	1	1/16			1/16	1	2206													
119	118	469/2	469/2	2.0	0	0	Chord	2/4	2	1	1/2			1/2	1	2207													
119	118	469/2	469/2	2.0	0	0	Chord	2/4	3	1	1/2			1/2	1	2208													
119	118	469/2	469/2	2.0	0	0	Chord	2/4	4	1	1/2			1/2	1	2209													
120	119	473/2	473/2	1.0	0	0	Chord	2/4	1	1	1/4			1/4	1	2210													
120	119	475/2	475/2	0.5	1/4	1/4	Chord	2/4	1	1	1/8			1/8	1	2211													
120	119	238	238	0.5	3/8	3/8	Chord	2/4	1	1	1/8			1/8	1	2212													
120	119	473/2	473/2	1.0	0	0	Chord	2/4	2	1	1/4			1/4	1	2213													
120	119	475/2	475/2	0.5	1/4	1/4	Chord	2/4	2	1	1/8			1/8	1	2214													
120	119	238	238	0.5	3/8	3/8	Chord	2/4	2	1	1/8			1/8	1	2215													
120	119	473/2	473/2	1.0	0	0	Chord	2/4	3	1	1/4			1/4	1	2216													
120	119	475/2	475/2	0.5	1/4	1/4	Chord	2/4	3	1	1/8			1/8	1	2217													
