mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin	TextLine	TextLine_dim.
75	75	897/2	897/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	1646									200				
75	75	444	444	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	1647													
75	75	447	447	1.5	3/4	3/4	Chord	12/8	2	1	3/8			1/4	3/2	1648													
75	75	897/2	897/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	1649									201				
75	75	444	444	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	1650													
75	75	447	447	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	1651													
75	75	897/2	897/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	1652									202				
75	75	444	444	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	1653													
75	75	447	447	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	1654													
75	75	897/2	897/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	1655									203				
76	76	450	450	3.0	0	0	Chord	12/8	1	1	3/4			1/2	3/2	1656													
76	76	453	453	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	1657													
76	76	909/2	909/2	0.0	9/8	9/8	Spanner	12/8	1	1	0															42			
76	76	909/2	909/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	1658										42			
76	76	911/2	911/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1659										42			
76	76	450	450	3.0	0	0	Chord	12/8	2	1	3/4			1/2	3/2	1660													
76	76	453	453	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	1661													
76	76	907/2	907/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	1662									204				
76	76	454	454	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	1663									204				
76	76	909/2	909/2	0.0	9/8	9/8	Spanner	12/8	2	1	0														204	43			
76	76	909/2	909/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	1664									204	43			
76	76	455	455	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	1665									204	43			
76	76	911/2	911/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	1666										43			
76	76	450	450	0.5	0	0	Chord	12/8	3	1	1/8			1/8	1	1667									202				
76	76	901/2	901/2	0.5	1/8	1/8	Chord	12/8	3	1	1/8			1/8	1	1668									202				
76	76	451	451	0.5	1/4	1/4	Chord	12/8	3	1	1/8			1/8	1	1669									202				
76	76	903/2	903/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	1670									202				
76	76	452	452	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	1671									202				
76	76	905/2	905/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	1672													
76	76	453	453	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	1673													
76	76	450	450	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	1674													
76	76	453	453	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	1675													
76	76	909/2	909/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	1676									205				
77	77	456	456	1.5	0	0	Chord	12/8	1	1	3/8			1/4	3/2	1677										42			
77	77	915/2	915/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1678									206	42			
77	77	458	458	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1679									206	42			
77	77	917/2	917/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1680										42			
77	77	459	459	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	1681										42			
77	77	921/2	921/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	1682										42			
77	77	923/2	923/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1683										42			
77	77	456	456	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	1684									207	43			
77	77	913/2	913/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	1685									207	43			
77	77	457	457	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	1686										43			
77	77	915/2	915/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	1687										43			
77	77	459	459	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	1688									208	43			
77	77	919/2	919/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	1689									208	43			
77	77	460	460	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	1690										43			
77	77	921/2	921/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	1691										43			
77	77	456	456	0.0	0	0	Spanner	12/8	3	1	0															44			
77	77	456	456	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	1692										44			
77	77	915/2	915/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	1693									209	44			
77	77	458	458	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	1694									209	44			
77	77	917/2	917/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	1695										44			
77	77	459	459	1.5	3/4	3/4	Chord	12/8	3	1	3/8			1/4	3/2	1696										44			
77	77	921/2	921/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	1697									210	44			
77	77	461	461	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	1698									210	44			
77	77	923/2	923/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	1699										44			
77	77	456	456	0.0	0	0	Spanner	12/8	4	1	0														205	45			
77	77	456	456	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	1700									205	45			
77	77	915/2	915/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	1701									205	45			
77	77	459	459	1.5	3/4	3/4	Chord	12/8	4	1	3/8			1/4	3/2	1702									205	45			
77	77	921/2	921/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	1703									205	45			
78	78	462	462	1.0	0	0	Chord	12/8	1	1	1/4			1/4	1	1704										42			
78	78	463	463	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1705		articStaccatoAbove								42			
78	78	927/2	927/2	1.0	3/8	3/8	Chord	12/8	1	1	1/4			1/4	1	1706		articStaccatoAbove								42			
78	78	929/2	929/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1707		articStaccatoAbove								42			
78	78	465	465	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
78	78	465	465	0.0	3/4	3/4	Spanner	12/8	1	1	0																		
78	78	465	465	3.0	3/4	3/4	Chord	12/8	1	1	3/4			1/2	3/2	1708													
78	78	462	462	0.5	0	0	Chord	12/8	2	1	1/8			1/8	1	1709									211	43			
78	78	925/2	925/2	0.5	1/8	1/8	Chord	12/8	2	1	1/8			1/8	1	1710									211	43			
78	78	463	463	0.5	1/4	1/4	Chord	12/8	2	1	1/8			1/8	1	1711										43			
78	78	927/2	927/2	1.5	3/8	3/8	Chord	12/8	2	1	3/8			1/4	3/2	1712										43			
78	78	465	465	0.0	3/4	3/4	Dynamic	12/8	2	1	0						sf												
78	78	465	465	0.0	3/4	3/4	Spanner	12/8	2	1	0																		
78	78	465	465	0.5	3/4	3/4	Chord	12/8	2	1	1/8			1/8	1	1713									212				
78	78	931/2	931/2	0.5	7/8	7/8	Chord	12/8	2	1	1/8			1/8	1	1714									212				
78	78	466	466	0.5	1	1	Chord	12/8	2	1	1/8			1/8	1	1715													
78	78	933/2	933/2	0.5	9/8	9/8	Chord	12/8	2	1	1/8			1/8	1	1716									213				
78	78	467	467	0.5	5/4	5/4	Chord	12/8	2	1	1/8			1/8	1	1717									213				
78	78	935/2	935/2	0.5	11/8	11/8	Chord	12/8	2	1	1/8			1/8	1	1718													
78	78	462	462	1.5	0	0	Chord	12/8	3	1	3/8			1/4	3/2	1719										44			
78	78	927/2	927/2	0.5	3/8	3/8	Chord	12/8	3	1	1/8			1/8	1	1720									214	44			
78	78	464	464	0.5	1/2	1/2	Chord	12/8	3	1	1/8			1/8	1	1721									214	44			
78	78	929/2	929/2	0.5	5/8	5/8	Chord	12/8	3	1	1/8			1/8	1	1722										44			
78	78	465	465	0.0	3/4	3/4	Dynamic	12/8	3	1	0						sf												
78	78	465	465	0.0	3/4	3/4	Spanner	12/8	3	1	0																		
78	78	465	465	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	1723									215				
78	78	931/2	931/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	1724									215				
78	78	466	466	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	1725													
78	78	933/2	933/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	1726									216				
78	78	467	467	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	1727									216				
78	78	935/2	935/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	1728													
78	78	462	462	1.5	0	0	Chord	12/8	4	1	3/8			1/4	3/2	1729									205	45			
78	78	927/2	927/2	1.5	3/8	3/8	Chord	12/8	4	1	3/8			1/4	3/2	1730										45			
78	78	465	465	0.0	3/4	3/4	Dynamic	12/8	4	1	0						sf												
78	78	465	465	0.0	3/4	3/4	Spanner	12/8	4	1	0																		
78	78	465	465	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	1731									217				
79	79	468	468	0.0	0	0	Dynamic	12/8	1	1	0						f												
79	79	468	468	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1732													
79	79	937/2	937/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1733									218				
79	79	469	469	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1734									218				
79	79	939/2	939/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1735									218				
79	79	470	470	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1736									218				
79	79	941/2	941/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1737									218				
79	79	471	471	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1738									218				
79	79	943/2	943/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1739									218				
79	79	472	472	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1740									218				
79	79	945/2	945/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	1741													
79	79	947/2	947/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1742													
79	79	468	468	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	1743													
79	79	939/2	939/2	0.0	3/8	3/8	Dynamic	12/8	2	1	0						f												
79	79	939/2	939/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	1744													
79	79	945/2	945/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	1745		articAccentBelow							219				
79	79	468	468	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	1746													
79	79	939/2	939/2	0.0	3/8	3/8	Dynamic	12/8	3	1	0						f												
79	79	939/2	939/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	1747													
79	79	945/2	945/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	1748		articAccentBelow							220				
79	79	468	468	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	1749													
79	79	939/2	939/2	0.0	3/8	3/8	Dynamic	12/8	4	1	0						f												
79	79	939/2	939/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	1750													
79	79	945/2	945/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	1751		articAccentBelow							221				
80	80	474	474	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1752									222				
80	80	949/2	949/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1753									222				
80	80	475	475	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1754									222				
80	80	951/2	951/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1755									222				
80	80	476	476	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1756									222				
80	80	953/2	953/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1757									222				
80	80	477	477	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1758									222				
80	80	955/2	955/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1759									222				
80	80	478	478	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1760									222				
80	80	957/2	957/2	1.0	9/8	9/8	Chord	12/8	1	1	1/4			1/4	1	1761													
80	80	959/2	959/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1762													
80	80	474	474	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	1763													
80	80	951/2	951/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	1764													
80	80	957/2	957/2	1.5	9/8	9/8	Chord	12/8	2	1	3/8			1/4	3/2	1765		articAccentBelow							223				
80	80	474	474	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	1766													
80	80	951/2	951/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	1767													
80	80	957/2	957/2	1.5	9/8	9/8	Chord	12/8	3	1	3/8			1/4	3/2	1768		articAccentBelow							224				
80	80	474	474	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	1769													
80	80	951/2	951/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	1770													
80	80	957/2	957/2	1.5	9/8	9/8	Chord	12/8	4	1	3/8			1/4	3/2	1771		articAccentBelow							225				
81	81	480	480	0.0	0	0	Dynamic	12/8	1	1	0						sf												
81	81	480	480	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1772									226				
81	81	961/2	961/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1773									226				
81	81	481	481	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1774									226				
81	81	963/2	963/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1775									226				
81	81	482	482	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1776									226				
81	81	965/2	965/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1777									226				
81	81	483	483	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf								226				
81	81	483	483	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1778									226				
81	81	967/2	967/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1779									226				
81	81	484	484	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1780									226				
81	81	969/2	969/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1781									226				
81	81	485	485	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1782									226				
81	81	971/2	971/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1783													
81	81	480	480	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	1784													
81	81	963/2	963/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	1785													
81	81	480	480	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	1786													
81	81	963/2	963/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	1787													
81	81	480	480	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	1788													
81	81	963/2	963/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	1789													
82	82	486	486	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1790									227				
82	82	973/2	973/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1791									227				
82	82	487	487	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1792									227				
82	82	975/2	975/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1793									227				
82	82	488	488	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1794									227				
82	82	977/2	977/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1795													
82	82	489	489	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
82	82	489	489	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1796									228				
82	82	979/2	979/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1797									228				
82	82	490	490	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1798									228				
82	82	981/2	981/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1799									228				
82	82	491	491	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1800									228				
82	82	983/2	983/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1801													
82	82	486	486	0.0	0	0	Dynamic	12/8	2	1	0						f												
82	82	486	486	1.0	0	0	Chord	12/8	2	1	1/4			1/4	1	1802													
82	82	975/2	975/2	1.0	3/8	3/8	Chord	12/8	2	1	1/4			1/4	1	1803													
82	82	486	486	0.0	0	0	Dynamic	12/8	3	1	0						f												
82	82	486	486	1.0	0	0	Chord	12/8	3	1	1/4			1/4	1	1804													
82	82	975/2	975/2	1.0	3/8	3/8	Chord	12/8	3	1	1/4			1/4	1	1805													
82	82	486	486	0.0	0	0	Dynamic	12/8	4	1	0						f												
82	82	486	486	1.0	0	0	Chord	12/8	4	1	1/4			1/4	1	1806													
82	82	975/2	975/2	1.0	3/8	3/8	Chord	12/8	4	1	1/4			1/4	1	1807													
83	83	492	492	0.0	0	0	Dynamic	12/8	1	1	0						sf												
83	83	492	492	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1808									229				
83	83	985/2	985/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1809									229				
83	83	493	493	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1810													
83	83	987/2	987/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						sf												
83	83	987/2	987/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1811									230				
83	83	494	494	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1812									230				
83	83	989/2	989/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1813													
83	83	495	495	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
83	83	495	495	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1814									231				
83	83	991/2	991/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1815									231				
83	83	496	496	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1816													
83	83	993/2	993/2	0.0	9/8	9/8	Dynamic	12/8	1	1	0						sf												
83	83	993/2	993/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1817									232				
83	83	497	497	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1818									232				
83	83	995/2	995/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1819													
84	84	498	498	0.0	0	0	Dynamic	12/8	1	1	0						sf												
84	84	498	498	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1820									233				
84	84	997/2	997/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1821									233				
84	84	499	499	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1822													
84	84	999/2	999/2	0.0	3/8	3/8	Dynamic	12/8	1	1	0						sf												
84	84	999/2	999/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1823									234				
84	84	500	500	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1824									234				
84	84	1001/2	1001/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1825													
84	84	501	501	0.0	3/4	3/4	Dynamic	12/8	1	1	0						sf												
84	84	501	501	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1826									235				
84	84	1003/2	1003/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1827									235				
84	84	502	502	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1828													
84	84	1005/2	1005/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1829									236				
84	84	503	503	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1830									236				
84	84	1007/2	1007/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1831													
85	85	504	504	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1832									237				
85	85	1009/2	1009/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1833									237				
85	85	505	505	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1834													
85	85	1011/2	1011/2	0.0	3/8	3/8	Spanner	12/8	1	1	0																	0	0
85	85	1011/2	1011/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1835									238			0	0
85	85	506	506	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1836									238			0	0
85	85	1013/2	1013/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1837									238			0	0
85	85	507	507	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1838									238			0	0
85	85	1015/2	1015/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1839									238			0	0
85	85	508	508	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1840									238			0	0
85	85	1017/2	1017/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1841									238			0	0
85	85	509	509	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1842									238			0	0
85	85	1019/2	1019/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1843												0	0
86	86	510	510	0.0	0	0	Dynamic	12/8	1	1	0						p												
86	86	510	510	0.0	0	0	Spanner	12/8	1	1	0																		
86	86	510	510	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1844									239				
86	86	1021/2	1021/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1845									239				
86	86	511	511	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1846									239				
86	86	1023/2	1023/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1847									239				
86	86	512	512	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1848									239				
86	86	1025/2	1025/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1849									239				
86	86	513	513	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1850									239				
86	86	1027/2	1027/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1851									239				
86	86	514	514	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1852									239				
86	86	1029/2	1029/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1853									239				
86	86	515	515	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1854									239				
86	86	1031/2	1031/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1855													
86	86	510	510	0.0	0	0	Dynamic	12/8	3	1	0						p												
86	86	510	510	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	1856													
86	86	513	513	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	1857													
86	86	510	510	0.0	0	0	Dynamic	12/8	4	1	0						p												
86	86	510	510	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	1858													
86	86	513	513	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	1859													
87	87	516	516	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1860									240				
87	87	1033/2	1033/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1861									240				
87	87	517	517	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1862									240				
87	87	1035/2	1035/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1863									240				
87	87	518	518	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1864									240				
87	87	1037/2	1037/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1865									240				
87	87	519	519	0.0	3/4	3/4	Spanner	12/8	1	1	0														240	46			
87	87	519	519	0.5	3/4	3/4	Chord	12/8	1	1	1/8			1/8	1	1866									240	46			
87	87	1039/2	1039/2	0.5	7/8	7/8	Chord	12/8	1	1	1/8			1/8	1	1867									240	46			
87	87	520	520	0.5	1	1	Chord	12/8	1	1	1/8			1/8	1	1868									240	46			
87	87	1041/2	1041/2	0.5	9/8	9/8	Chord	12/8	1	1	1/8			1/8	1	1869									240	46			
87	87	521	521	0.5	5/4	5/4	Chord	12/8	1	1	1/8			1/8	1	1870									240	46			
87	87	1043/2	1043/2	0.5	11/8	11/8	Chord	12/8	1	1	1/8			1/8	1	1871										46			
87	87	516	516	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	1872													
87	87	519	519	0.0	3/4	3/4	Spanner	12/8	3	1	0															47			
87	87	519	519	3.0	3/4	3/4	Chord	12/8	3	1	3/4			1/2	3/2	1873										47			
87	87	516	516	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	1874													
87	87	519	519	0.0	3/4	3/4	Spanner	12/8	4	1	0															48			
87	87	519	519	3.0	3/4	3/4	Chord	12/8	4	1	3/4			1/2	3/2	1875										48			
88	88	522	522	0.5	0	0	Chord	12/8	1	1	1/8			1/8	1	1876									241	46			
88	88	1045/2	1045/2	0.5	1/8	1/8	Chord	12/8	1	1	1/8			1/8	1	1877									241	46			
88	88	523	523	0.5	1/4	1/4	Chord	12/8	1	1	1/8			1/8	1	1878									241	46			
88	88	1047/2	1047/2	0.5	3/8	3/8	Chord	12/8	1	1	1/8			1/8	1	1879									241	46			
88	88	524	524	0.5	1/2	1/2	Chord	12/8	1	1	1/8			1/8	1	1880									241	46			
88	88	1049/2	1049/2	0.5	5/8	5/8	Chord	12/8	1	1	1/8			1/8	1	1881										46			
88	88	525	525	1.5	3/4	3/4	Chord	12/8	1	1	3/8			1/4	3/2	1882										46			
88	88	1053/2	1053/2	1.5	9/8	9/8	Chord	12/8	1	1	3/8			1/4	3/2	1883		articAccentAbove								46			
88	88	522	522	3.0	0	0	Chord	12/8	3	1	3/4			1/2	3/2	1884										47			
88	88	525	525	0.5	3/4	3/4	Chord	12/8	3	1	1/8			1/8	1	1885									242	47			
88	88	1051/2	1051/2	0.5	7/8	7/8	Chord	12/8	3	1	1/8			1/8	1	1886									242	47			
88	88	526	526	0.5	1	1	Chord	12/8	3	1	1/8			1/8	1	1887									242	47			
88	88	1053/2	1053/2	0.5	9/8	9/8	Chord	12/8	3	1	1/8			1/8	1	1888									242	47			
88	88	527	527	0.5	5/4	5/4	Chord	12/8	3	1	1/8			1/8	1	1889									242	47			
88	88	1055/2	1055/2	0.5	11/8	11/8	Chord	12/8	3	1	1/8			1/8	1	1890									242	47			
88	88	522	522	3.0	0	0	Chord	12/8	4	1	3/4			1/2	3/2	1891										48			
88	88	525	525	0.5	3/4	3/4	Chord	12/8	4	1	1/8			1/8	1	1892									243	48			
88	88	1051/2	1051/2	0.5	7/8	7/8	Chord	12/8	4	1	1/8			1/8	1	1893									243	48			
