mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	system_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	diminuendo_line	decrescendo_hairpin	crescendo_line
468	468	1402	1402	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	5438														
468	468	1403	1403	1.0	1/2	1/2	Chord	3/4	1	1	1/4		1/4	1	5439														
468	468	1401	1401	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5440		articAccentAbove								578				
468	468	2805/2	2805/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5441														
468	468	1403	1403	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5442														
468	468	2807/2	2807/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5443														
468	468	1401	1401	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5444														
468	468	2803/2	2803/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5445														
468	468	1402	1402	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5446														
468	468	2805/2	2805/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5447														
468	468	1403	1403	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5448														
468	468	2807/2	2807/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5449														
468	468	1401	1401	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5450														
469	469	1404	1404	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5451														
469	469	2811/2	2811/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0					f													
469	469	2811/2	2811/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5452														
469	469	1406	1406	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5453														
469	469	2813/2	2813/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5454														
469	469	1404	1404	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5455														
469	469	2811/2	2811/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0					f													
469	469	2811/2	2811/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5456														
469	469	1406	1406	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5457														
469	469	2813/2	2813/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5458														
469	469	1404	1404	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5459														
469	469	2811/2	2811/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0					f													
469	469	2811/2	2811/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5460														
469	469	1406	1406	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5461														
469	469	2813/2	2813/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5462														
469	469	2809/2	2809/2	0.0	1/8	1/8	Dynamic	3/4	4	1	0					f													
469	469	2809/2	2809/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5463														
469	469	1405	1405	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5464														
469	469	2811/2	2811/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5465														
469	469	1406	1406	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5466														
469	469	2813/2	2813/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5467														
470	470	1407	1407	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5468														
470	470	2815/2	2815/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5469														
470	470	1408	1408	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5470														
470	470	2817/2	2817/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5471														
470	470	1409	1409	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5472														
470	470	2819/2	2819/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5473														
470	470	1407	1407	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5474										579				
470	470	2817/2	2817/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5475														
470	470	1409	1409	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5476														
470	470	2819/2	2819/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5477														
470	470	1407	1407	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	5478										580				
470	470	2817/2	2817/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5479														
470	470	1409	1409	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5480														
470	470	2819/2	2819/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5481														
470	470	1407	1407	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5482														
470	470	2815/2	2815/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5483														
470	470	1408	1408	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5484														
470	470	2817/2	2817/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5485														
470	470	1409	1409	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5486														
470	470	2819/2	2819/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5487														
471	471	1410	1410	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5488														
471	471	2821/2	2821/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5489														
471	471	1411	1411	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5490														
471	471	2823/2	2823/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5491														
471	471	1412	1412	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5492														
471	471	2825/2	2825/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5493														
471	471	1410	1410	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5494										581				
471	471	2823/2	2823/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5495														
471	471	1412	1412	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5496														
471	471	2825/2	2825/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5497														
471	471	1410	1410	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	5498										582				
471	471	2823/2	2823/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5499														
471	471	1412	1412	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5500														
471	471	2825/2	2825/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5501														
471	471	1410	1410	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5502														
471	471	2821/2	2821/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5503														
471	471	1411	1411	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5504														
471	471	2823/2	2823/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5505														
471	471	1412	1412	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5506														
471	471	2825/2	2825/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5507														
472	472	1413	1413	0.0	0	0	StaffText	3/4	1	1	0							cresc.											
472	472	1413	1413	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5508														
472	472	2827/2	2827/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5509														
472	472	1414	1414	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5510														
472	472	2829/2	2829/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5511														
472	472	1415	1415	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5512														
472	472	2831/2	2831/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5513														
472	472	1413	1413	0.0	0	0	StaffText	3/4	2	1	0							cresc.											
472	472	1413	1413	1.5	0	0	Chord	3/4	2	1	3/8		1/4	3/2	5514										583				
472	472	2829/2	2829/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5515														
472	472	1415	1415	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5516														
472	472	2831/2	2831/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5517														
472	472	1413	1413	0.0	0	0	StaffText	3/4	3	1	0							cresc.											
472	472	1413	1413	1.5	0	0	Chord	3/4	3	1	3/8		1/4	3/2	5518										584				
472	472	2829/2	2829/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5519														
472	472	1415	1415	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5520														
472	472	2831/2	2831/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5521														
472	472	1413	1413	0.0	0	0	StaffText	3/4	4	1	0							cresc.											
472	472	1413	1413	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5522														
472	472	2827/2	2827/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5523														
472	472	1414	1414	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5524														
472	472	2829/2	2829/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5525														
472	472	1415	1415	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5526														
472	472	2831/2	2831/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5527														
473	473	1416	1416	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5528														
473	473	2833/2	2833/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5529														
473	473	1417	1417	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5530														
473	473	2835/2	2835/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5531														
473	473	1418	1418	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5532														
473	473	2837/2	2837/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5533														
473	473	1416	1416	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5534														
473	473	2833/2	2833/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5535														
473	473	1417	1417	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5536														
473	473	2835/2	2835/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5537														
473	473	1418	1418	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5538														
473	473	2837/2	2837/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5539														
473	473	1416	1416	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5540														
473	473	2833/2	2833/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5541														
473	473	1417	1417	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5542														
473	473	2835/2	2835/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5543														
473	473	1418	1418	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5544														
473	473	2837/2	2837/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5545														
473	473	1416	1416	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5546														
473	473	2833/2	2833/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5547														
473	473	1417	1417	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5548														
473	473	2835/2	2835/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5549														
473	473	1418	1418	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5550														
473	473	2837/2	2837/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5551														
474	474	1419	1419	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5552														
474	474	2839/2	2839/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5553														
474	474	1420	1420	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5554														
474	474	2841/2	2841/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5555														
474	474	1421	1421	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5556														
474	474	2843/2	2843/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5557														
474	474	1419	1419	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5558														
474	474	2839/2	2839/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5559														
474	474	1420	1420	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	5560														
474	474	2841/2	2841/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	5561														
474	474	1421	1421	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	5562														
474	474	2843/2	2843/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	5563														
474	474	1419	1419	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5564														
474	474	2839/2	2839/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5565														
474	474	1420	1420	0.5	1/4	1/4	Chord	3/4	3	1	1/8		1/8	1	5566														
474	474	2841/2	2841/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5567														
474	474	1421	1421	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5568														
474	474	2843/2	2843/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5569														
474	474	1419	1419	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5570														
474	474	2839/2	2839/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5571														
474	474	1420	1420	0.5	1/4	1/4	Chord	3/4	4	1	1/8		1/8	1	5572														
474	474	2841/2	2841/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8		1/8	1	5573														
474	474	1421	1421	0.5	1/2	1/2	Chord	3/4	4	1	1/8		1/8	1	5574														
474	474	2843/2	2843/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8		1/8	1	5575														
475	475	1422	1422	0.0	0	0	Dynamic	3/4	1	1	0					ff													
475	475	1422	1422	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5576										585				
475	475	2845/2	2845/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5577										585				
475	475	1423	1423	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5578														
475	475	2847/2	2847/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5579		articStaccatoAbove												
475	475	1424	1424	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5580		articStaccatoAbove												
475	475	2849/2	2849/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5581		articStaccatoAbove												
475	475	1422	1422	0.0	0	0	Dynamic	3/4	2	1	0					ff													
475	475	1422	1422	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	5582		articStaccatoAbove												
475	475	2845/2	2845/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	5583		articStaccatoAbove												
475	475	1423	1423	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5584		articStaccatoAbove												
475	475	1422	1422	0.0	0	0	Dynamic	3/4	3	1	0					ff													
475	475	1422	1422	0.5	0	0	Chord	3/4	3	1	1/8		1/8	1	5585		articStaccatoAbove												
475	475	2845/2	2845/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8		1/8	1	5586		articStaccatoAbove												
475	475	1423	1423	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5587		articStaccatoAbove												
475	475	1422	1422	0.0	0	0	Dynamic	3/4	4	1	0					ff													
475	475	1422	1422	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5588		articStaccatoAbove												
475	475	2845/2	2845/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5589		articStaccatoAbove												
475	475	1423	1423	1.0	1/4	1/4	Chord	3/4	4	1	1/4		1/4	1	5590		articStaccatoAbove												
476	476	1425	1425	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5591										586				
476	476	2851/2	2851/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5592										586				
476	476	1426	1426	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5593														
476	476	2853/2	2853/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							dimin.											
476	476	2853/2	2853/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5594		articStaccatoAbove												
476	476	1427	1427	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5595		articStaccatoAbove												
476	476	2855/2	2855/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5596		articStaccatoAbove												
477	477	1428	1428	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5597										587				
477	477	2857/2	2857/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5598										587				
477	477	1429	1429	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5599														
477	477	2859/2	2859/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5600		articStaccatoAbove												
477	477	1430	1430	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5601		articStaccatoAbove												
477	477	2861/2	2861/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5602		articStaccatoAbove												
478	478	1431	1431	0.0	0	0	Dynamic	3/4	1	1	0					p													
478	478	1431	1431	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5603										588				
478	478	2863/2	2863/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5604										588				
478	478	1432	1432	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5605														
478	478	2865/2	2865/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5606		articStaccatoAbove												
478	478	1433	1433	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5607		articStaccatoAbove												
478	478	2867/2	2867/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5608		articStaccatoAbove												
478	478	1431	1431	0.0	0	0	Dynamic	3/4	2	1	0					p													
478	478	1431	1431	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5609										589				
478	478	1432	1432	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5610										589				
478	478	1433	1433	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	5611														
478	478	1431	1431	0.0	0	0	Dynamic	3/4	3	1	0					p													
478	478	1431	1431	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5612										590				
478	478	1432	1432	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5613										590				
478	478	1433	1433	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	5614														
478	478	1431	1431	0.0	0	0	Dynamic	3/4	4	1	0					p													
478	478	1431	1431	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5615										591				
479	479	1434	1434	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5616										592				
479	479	2869/2	2869/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5617										592				
479	479	1435	1435	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5618														
479	479	2871/2	2871/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5619														
479	479	1436	1436	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5620														
479	479	2873/2	2873/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5621														
479	479	1434	1434	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5622										593				
479	479	1435	1435	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5623										593				
479	479	1436	1436	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	5624														
479	479	1434	1434	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5625										594				
479	479	1435	1435	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5626										594				
479	479	1436	1436	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	5627														
479	479	1434	1434	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5628										595				
480	480	1437	1437	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5629										596				
480	480	2875/2	2875/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5630										596				
480	480	1438	1438	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5631														
480	480	2877/2	2877/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5632														
480	480	1439	1439	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5633														
480	480	2879/2	2879/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5634														
480	480	1437	1437	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5635										597				
480	480	1438	1438	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5636										597				
480	480	1439	1439	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	5637														
480	480	1437	1437	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5638										598				
480	480	1438	1438	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5639										598				
480	480	1439	1439	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	5640														
480	480	1437	1437	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5641										595				
481	481	1440	1440	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5642										599				
481	481	2881/2	2881/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5643										599				
481	481	1441	1441	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5644														
481	481	2883/2	2883/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5645		articStaccatoAbove												
481	481	1442	1442	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5646		articStaccatoAbove												
481	481	2885/2	2885/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5647		articStaccatoAbove												
481	481	1440	1440	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5648										600				
481	481	1441	1441	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5649										600				
481	481	1442	1442	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	5650														
481	481	1440	1440	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5651										601				
481	481	1441	1441	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5652										601				
481	481	1442	1442	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	5653														
481	481	1440	1440	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5654										595				
482	482	1443	1443	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5655										602				
482	482	2887/2	2887/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5656										602				
482	482	1444	1444	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5657														
482	482	2889/2	2889/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5658		articStaccatoAbove												
482	482	1445	1445	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5659		articStaccatoAbove												
482	482	2891/2	2891/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5660		articStaccatoAbove												
482	482	1443	1443	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5661										603				
482	482	1444	1444	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	5662										603				
482	482	1445	1445	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	5663														
482	482	1443	1443	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5664										604				
482	482	1444	1444	1.0	1/4	1/4	Chord	3/4	3	1	1/4		1/4	1	5665										604				
482	482	1445	1445	1.0	1/2	1/2	Chord	3/4	3	1	1/4		1/4	1	5666														
482	482	1443	1443	3.0	0	0	Chord	3/4	4	1	3/4		1/2	3/2	5667										605				
483	483	1446	1446	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5668										606				
483	483	2893/2	2893/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5669										606				
483	483	1447	1447	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5670										606				
483	483	2895/2	2895/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5671										606				
483	483	1448	1448	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5672										606				
483	483	2897/2	2897/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5673														
483	483	1446	1446	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5674										607				
483	483	1446	1446	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5675										608				
483	483	1446	1446	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5676														
484	484	1449	1449	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	5677										609				
484	484	2899/2	2899/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	5678										609				
484	484	1450	1450	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	5679										609				
484	484	2901/2	2901/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5680										609				
484	484	1451	1451	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5681										609				
484	484	2903/2	2903/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5682														
484	484	1449	1449	3.0	0	0	Chord	3/4	2	1	3/4		1/2	3/2	5683										610				
484	484	1449	1449	3.0	0	0	Chord	3/4	3	1	3/4		1/2	3/2	5684										608				
484	484	1449	1449	1.0	0	0	Chord	3/4	4	1	1/4		1/4	1	5685														
485	485	1452	1452	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	5686														
485	485	2907/2	2907/2	0.0	3/8	3/8	StaffText	3/4	1	1	0							cresc.											
485	485	2907/2	2907/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	5687														
485	485	1454	1454	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	5688														
485	485	2909/2	2909/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	5689														
485	485	1452	1452	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	5690														
485	485	1452	1452	1.0	0	0	Chord	3/4	3	1	1/4		1/4	1	5691														
485	485	2907/2	2907/2	0.0	3/8	3/8	StaffText	3/4	3	1	0							cresc.											
485	485	2907/2	2907/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8		1/8	1	5692														
485	485	1454	1454	0.5	1/2	1/2	Chord	3/4	3	1	1/8		1/8	1	5693														
485	485	2909/2	2909/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8		1/8	1	5694														
485	485	1452	1452	0.5	0	0	Chord	3/4	4	1	1/8		1/8	1	5695														
485	485	2905/2	2905/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8		1/8	1	5696														
