mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	crescendo_hairpin	decrescendo_hairpin
61	60	220	220	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	979		articStaccatoBelow									1
61	60	441/2	441/2	0.0	1/2	1/2	Spanner	4/4	3	1	0																
61	60	221	221	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	980											
61	60	443/2	443/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	981											
61	60	222	222	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	982											
61	60	437/2	437/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	983									196		
61	60	441/2	441/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	984											
62	61	445/2	445/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	985		articStaccatoAbove									
62	61	223	223	0.0	1/8	1/8	Chord	4/4	1	1	0	grace16after		1/16	1	986											
62	61	223	223	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	987											
62	61	447/2	447/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	988											
62	61	224	224	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	989		articStaccatoAbove									
62	61	449/2	449/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	990									200		
62	61	225	225	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	991									200		
62	61	451/2	451/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	992									200		
62	61	226	226	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	993											
62	61	445/2	445/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	994											
62	61	451/2	451/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	995											
62	61	445/2	445/2	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	996											
62	61	223	223	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	997											
62	61	447/2	447/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	998											
62	61	224	224	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	999											
62	61	449/2	449/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1000		articStaccatoBelow									
62	61	225	225	0.0	5/8	5/8	Chord	4/4	3	1	0	grace16after		1/16	1	1001											
62	61	225	225	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1002											
62	61	451/2	451/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1003											
62	61	226	226	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1004		articStaccatoBelow									
62	61	445/2	445/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1005									201		
62	61	449/2	449/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1006									201		
63	62	453/2	453/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1007									202		
63	62	455/2	455/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1008											
63	62	228	228	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1009											
63	62	457/2	457/2	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	1010									203		
63	62	229	229	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1011									203		
63	62	459/2	459/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1012									203		
63	62	230	230	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1013											
63	62	455/2	455/2	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	1014											
63	62	459/2	459/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1015											
63	62	453/2	453/2	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1016		articStaccatoBelow									
63	62	227	227	0.0	1/8	1/8	Chord	4/4	3	1	0	grace16after		1/16	1	1017											
63	62	227	227	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1018											
63	62	455/2	455/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1019											
63	62	228	228	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1020		articStaccatoBelow									
63	62	457/2	457/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1021											
63	62	229	229	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1022											
63	62	459/2	459/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1023											
63	62	230	230	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1024											
63	62	453/2	453/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1025									201		
63	62	457/2	457/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1026											
64	63	461/2	461/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1027									204		
64	63	231	231	0.0	1/8	1/8	Dynamic	4/4	1	1	0						p								204		
64	63	231	231	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1028									204		
64	63	463/2	463/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1029											
64	63	232	232	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1030		articStaccatoBelow									
64	63	465/2	465/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1031									205		
64	63	467/2	467/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1032									205		
64	63	234	234	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1033											
64	63	461/2	461/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1034											
64	63	233	233	0.0	5/8	5/8	Dynamic	4/4	2	1	0						p										
64	63	233	233	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1035									206		
64	63	467/2	467/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1036									206		
64	63	234	234	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1037											
64	63	461/2	461/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1038											
64	63	233	233	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p										
64	63	233	233	0.0	5/8	5/8	Dynamic	4/4	3	1	0						p										
64	63	233	233	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1039									207		
64	63	467/2	467/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1040									207		
64	63	234	234	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1041											
64	63	461/2	461/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1042											
64	63	465/2	465/2	0.0	1/2	1/2	Dynamic	4/4	4	1	0						p										
64	63	465/2	465/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1043									208		
65	64	469/2	469/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1044									209		
65	64	471/2	471/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1045									209		
65	64	236	236	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1046											
65	64	473/2	473/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1047									210		
65	64	475/2	475/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1048											
65	64	238	238	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1049											
65	64	235	235	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1050									211		
65	64	471/2	471/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1051									211		
65	64	236	236	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1052											
65	64	237	237	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1053									212		
65	64	475/2	475/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1054									212		
65	64	238	238	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1055											
65	64	471/2	471/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1056											
65	64	237	237	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1057									213		
65	64	475/2	475/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1058									213		
65	64	238	238	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1059											
65	64	469/2	469/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1060									208		
65	64	473/2	473/2	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	1061									208		
66	65	477/2	477/2	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1062									214		
66	65	957/4	957/4	0.125	3/16	3/16	Chord	4/4	1	1	1/32			1/32	1	1063									214		
66	65	1915/8	1915/8	0.125	7/32	7/32	Chord	4/4	1	1	1/32			1/32	1	1064									214		
66	65	479/2	479/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1065									214		
66	65	240	240	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1066									214		
66	65	481/2	481/2	0.0	1/2	1/2	Dynamic	4/4	1	1	0						pp								214		
66	65	481/2	481/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1067									214		
66	65	483/2	483/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1068									214		
66	65	242	242	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1069											
66	65	239	239	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1070									215		
66	65	479/2	479/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1071									215		
66	65	240	240	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1072									215		
66	65	481/2	481/2	0.0	1/2	1/2	Dynamic	4/4	2	1	0						pp								215		
66	65	481/2	481/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1073									215		
66	65	483/2	483/2	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	1074											
66	65	479/2	479/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1075											
66	65	481/2	481/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						pp										
66	65	481/2	481/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1076									216		
66	65	241	241	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1077									216		
66	65	483/2	483/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1078									216		
66	65	242	242	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1079									216		
66	65	477/2	477/2	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	1080											
66	65	481/2	481/2	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp										
66	65	481/2	481/2	0.0	1/2	1/2	Dynamic	4/4	4	1	0						pp										
66	65	481/2	481/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1081									217		
66	65	483/2	483/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1082									217		
66	65	242	242	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1083									217		
67	66	485/2	485/2	0.0	0	0	StaffText	4/4	1	1	0								<i>agitato</i>								
67	66	485/2	485/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1084									218		
67	66	487/2	487/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1085									218		
67	66	244	244	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1086									218		
67	66	489/2	489/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1087									218		
67	66	491/2	491/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1088									218		
67	66	246	246	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1089											
67	66	485/2	485/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1090									219		
67	66	487/2	487/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1091									219		
67	66	244	244	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1092									219		
67	66	489/2	489/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1093									219		
67	66	491/2	491/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1094									219		
67	66	246	246	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1095											
67	66	485/2	485/2	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1096									216		
67	66	243	243	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1097									216		
67	66	487/2	487/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1098									216		
67	66	244	244	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1099									216		
67	66	489/2	489/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1100									216		
67	66	245	245	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1101									216		
67	66	491/2	491/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1102									216		
67	66	246	246	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1103									216		
67	66	485/2	485/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1104									217		
67	66	487/2	487/2	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	1105											
67	66	491/2	491/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1106									220		
68	67	493/2	493/2	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	1107											
68	67	247	247	0.0	1/8	1/8	Dynamic	4/4	2	1	0						mf										
68	67	247	247	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1108									221		
68	67	495/2	495/2	0.0	1/4	1/4	Chord	4/4	2	1	0	grace16		1/16	1	1109									221		
68	67	495/2	495/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1110									221		
68	67	248	248	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1111		articStaccatoBelow									
68	67	497/2	497/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1112									222		
68	67	499/2	499/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1113											
68	67	250	250	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1114											
68	67	493/2	493/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1115											
68	67	497/2	497/2	0.0	1/2	1/2	Dynamic	4/4	3	1	0						mf										
68	67	497/2	497/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1116									223		
68	67	493/2	493/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1117											
68	67	497/2	497/2	0.0	1/2	1/2	Dynamic	4/4	4	1	0						mf										
68	67	249	249	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1118											
68	67	499/2	499/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1119											
68	67	250	250	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1120											
69	68	253	253	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1121											
69	68	507/2	507/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1122											
69	68	254	254	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1123											
69	68	501/2	501/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1124									224		
69	68	503/2	503/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1125											
69	68	252	252	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1126											
69	68	505/2	505/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1127									225		
69	68	507/2	507/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1128											
69	68	254	254	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1129		articStaccatoBelow									
69	68	501/2	501/2	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	1130									223		
69	68	505/2	505/2	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	1131									223		
69	68	501/2	501/2	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1132									226		
69	68	251	251	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1133											
69	68	503/2	503/2	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1134											
69	68	252	252	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1135											
69	68	505/2	505/2	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1136									227		
69	68	253	253	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1137											
69	68	507/2	507/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1138									228		
69	68	254	254	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1139											
70	69	509/2	509/2	0.75	0	0	Chord	4/4	1	1	3/16			1/8	3/2	1140		articAccentAbove							229		
70	69	1021/4	1021/4	0.25	3/16	3/16	Chord	4/4	1	1	1/16			1/16	1	1141											
70	69	511/2	511/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1142											
70	69	509/2	509/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1143									230		
70	69	255	255	0.25	1/8	1/8	Chord	4/4	2	1	1/16			1/16	1	1144									230		
70	69	1021/4	1021/4	0.25	3/16	3/16	Chord	4/4	2	1	1/16			1/16	1	1145									230		
70	69	511/2	511/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1146											
70	69	256	256	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1147		articStaccatoBelow									
70	69	513/2	513/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1148									231		
70	69	257	257	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1149									231		
70	69	515/2	515/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1150									231		
70	69	258	258	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1151											
70	69	509/2	509/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1152											
70	69	515/2	515/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1153											
70	69	509/2	509/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1154											
70	69	257	257	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1155											
70	69	515/2	515/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1156											
70	69	258	258	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1157											
71	70	261	261	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1158											
71	70	523/2	523/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1159											
71	70	262	262	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1160											
71	70	517/2	517/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1161									232		
71	70	259	259	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	1162									232		
71	70	519/2	519/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1163									232		
71	70	260	260	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1164											
71	70	521/2	521/2	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	1165									233		
71	70	261	261	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	1166									233		
71	70	523/2	523/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1167									233		
71	70	262	262	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1168											
71	70	519/2	519/2	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	1169											
71	70	523/2	523/2	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	1170											
71	70	517/2	517/2	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	1171									234		
71	70	259	259	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	1172											
71	70	519/2	519/2	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	1173											
71	70	260	260	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1174											
71	70	521/2	521/2	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	1175									235		
71	70	261	261	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	1176											
71	70	523/2	523/2	0.5	3/4	3/4	Chord	4/4	4	1	1/8			1/8	1	1177									236		
71	70	262	262	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1178											
72	71	525/2	525/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1179											
72	71	263	263	0.0	1/8	1/8	Dynamic	4/4	1	1	0						f										
72	71	263	263	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1180									237		
72	71	527/2	527/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1181											
72	71	265	265	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1182									238		
72	71	531/2	531/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1183											
72	71	525/2	525/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1184											
72	71	264	264	0.0	3/8	3/8	Dynamic	4/4	2	1	0						f										
72	71	264	264	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1185									239		
72	71	529/2	529/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1186											
72	71	266	266	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1187									240		
72	71	525/2	525/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1188											
72	71	264	264	0.0	3/8	3/8	Dynamic	4/4	3	1	0						f										
72	71	264	264	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1189									241		
72	71	529/2	529/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1190											
72	71	266	266	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1191									242		
72	71	525/2	525/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1192											
72	71	264	264	0.0	3/8	3/8	Dynamic	4/4	4	1	0						f										
72	71	264	264	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1193									243		
72	71	529/2	529/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1194											
72	71	266	266	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	1195									244		
73	72	267	267	0.0	1/8	1/8	Dynamic	4/4	1	1	0						pp										
73	72	267	267	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1196									245		
73	72	535/2	535/2	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	1197									245		
73	72	268	268	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	1198									245		
73	72	537/2	537/2	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	1199									245		
73	72	539/2	539/2	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	1200									245		
73	72	270	270	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	1201									245		
73	72	533/2	533/2	0.5	0	0	Chord	4/4	2	1	1/8			1/8	1	1202											
73	72	535/2	535/2	0.0	1/4	1/4	Dynamic	4/4	2	1	0						pp										
73	72	535/2	535/2	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	1203									246		
73	72	268	268	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1204									246		
73	72	537/2	537/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1205									246		
73	72	539/2	539/2	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	1206									246		
73	72	270	270	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1207									246		
73	72	533/2	533/2	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	1208											
73	72	267	267	0.0	1/8	1/8	Dynamic	4/4	3	1	0						pp										
73	72	267	267	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	1209									247		
73	72	535/2	535/2	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	1210									247		
73	72	268	268	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1211									247		
73	72	537/2	537/2	0.5	1/2	1/2	Chord	4/4	3	1	1/8			1/8	1	1212									247		
73	72	269	269	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	1213									247		
73	72	539/2	539/2	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	1214									247		
73	72	270	270	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1215									247		
73	72	533/2	533/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1216											
73	72	535/2	535/2	0.0	1/4	1/4	Dynamic	4/4	4	1	0						pp										
73	72	535/2	535/2	2.0	1/4	1/4	Chord	4/4	4	1	1/2			1/2	1	1217											
73	72	539/2	539/2	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	1218											
74	73	541/2	541/2	0.5	0	0	Chord	4/4	1	1	1/8			1/8	1	1219											
74	73	271	271	0.0	1/8	1/8	Dynamic	4/4	1	1	0						sf										
74	73	271	271	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	1220									248		
74	73	543/2	543/2	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	1221											
74	73	273	273	0.0	5/8	5/8	Dynamic	4/4	1	1	0						sf										
74	73	273	273	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	1222									249		
74	73	547/2	547/2	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	1223											
74	73	541/2	541/2	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	1224											
74	73	272	272	0.0	3/8	3/8	Dynamic	4/4	2	1	0						sf										
74	73	272	272	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	1225									250		
74	73	545/2	545/2	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	1226											
74	73	274	274	0.0	7/8	7/8	Dynamic	4/4	2	1	0						sf										
74	73	274	274	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	1227									251		
74	73	541/2	541/2	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	1228											
74	73	272	272	0.0	3/8	3/8	Dynamic	4/4	3	1	0						sf										
74	73	272	272	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	1229									252		
74	73	545/2	545/2	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	1230											
74	73	274	274	0.0	7/8	7/8	Dynamic	4/4	3	1	0						sf										
74	73	274	274	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	1231									253		
74	73	541/2	541/2	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	1232											
74	73	272	272	0.0	3/8	3/8	Dynamic	4/4	4	1	0						sf										
74	73	272	272	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	1233									254		
74	73	545/2	545/2	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	1234											
