mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	decrescendo_hairpin	crescendo_line	crescendo_hairpin
50	50	149	149	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	892												
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	893												
50	50	147	147	0.0	0	0	Spanner	3/4	3	1	0																	
50	50	147	147	0.0	0	0	Spanner	3/4	3	1	0															2		
50	50	147	147	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	894		articStaccatoAbove								2		
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	895		articStaccatoAbove								2		
50	50	148	148	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	896		articStaccatoAbove								2		
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	897		articStaccatoAbove								2		
50	50	149	149	0.0	1/2	1/2	Spanner	3/4	3	1	0																	
50	50	149	149	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	898		articStaccatoAbove										
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	899		articStaccatoAbove										
50	50	147	147	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	900												
50	50	295/2	295/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	901												
50	50	148	148	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	902												
50	50	297/2	297/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	903												
50	50	149	149	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	904												
50	50	299/2	299/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	905												
51	51	150	150	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	906												
51	51	150	150	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	907												
51	51	150	150	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	908												
51	51	150	150	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	909		articStaccatoAbove							17			
51	51	301/2	301/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	910		articStaccatoAbove							17			
51	51	151	151	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	911		articStaccatoAbove							17			
51	51	303/2	303/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	912		articStaccatoAbove							17			
51	51	152	152	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	913		articStaccatoAbove							17			
51	51	305/2	305/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	914		articStaccatoAbove							17			
52	52	153	153	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	915		articStaccatoBelow							17			
52	52	307/2	307/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	916		articStaccatoBelow							17			
52	52	154	154	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	917		articStaccatoBelow							17			
52	52	309/2	309/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	918		articStaccatoBelow							17			
52	52	155	155	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	919		articStaccatoBelow							17			
52	52	311/2	311/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	920		articStaccatoBelow										
53	53	156	156	0.0	0	0	Dynamic	3/4	1	1	0						f											
53	53	156	156	1.0	0	0	Chord	3/4	1	1	1/4		r16	1/4	1	921												
53	53	157	157	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	922												
53	53	315/2	315/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	923												
53	53	158	158	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	924												
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	925												
53	53	156	156	0.0	0	0	Dynamic	3/4	2	1	0						f											
53	53	156	156	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	926												
53	53	157	157	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	927												
53	53	315/2	315/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						p											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	928												
53	53	158	158	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	929												
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	930												
53	53	156	156	0.0	0	0	Dynamic	3/4	3	1	0						f											
53	53	156	156	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	931												
53	53	157	157	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	932												
53	53	315/2	315/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0						p											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	933												
53	53	158	158	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	934												
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	935												
53	53	156	156	0.0	0	0	Dynamic	3/4	4	1	0						f											
53	53	156	156	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	936												
53	53	315/2	315/2	0.0	3/8	3/8	Dynamic	3/4	4	1	0						p											
53	53	315/2	315/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	937												
53	53	158	158	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	938												
53	53	317/2	317/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	939												
54	54	159	159	0.0	0	0	Chord	3/4	1	1	0	appoggiatura		1/16	1	940												
54	54	159	159	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	941												
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	942												
54	54	160	160	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	943												
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	944												
54	54	161	161	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	945												
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	946												
54	54	159	159	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	947												
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	948												
54	54	160	160	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	949												
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	950												
54	54	161	161	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	951												
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	952												
54	54	159	159	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	953												
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	954												
54	54	160	160	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	955												
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	956												
54	54	161	161	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	957												
54	54	159	159	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	958												
54	54	319/2	319/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	959												
54	54	160	160	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	960												
54	54	321/2	321/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	961												
54	54	161	161	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	962												
54	54	323/2	323/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	963												
55	55	162	162	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	964												
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	965												
55	55	163	163	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	966												
55	55	163	163	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	967												
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	968												
55	55	164	164	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	969												
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	970												
55	55	162	162	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	971												
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	972												
55	55	163	163	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	973												
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	974												
55	55	164	164	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	975												
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	976												
55	55	162	162	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	977												
55	55	325/2	325/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	978												
55	55	163	163	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	979												
55	55	327/2	327/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	980												
55	55	164	164	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	981												
55	55	329/2	329/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	982												
56	56	165	165	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	983		articAccentBelow							18			
56	56	166	166	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	984												
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	985												
56	56	167	167	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	986												
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	987												
56	56	165	165	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	988		articAccentBelow										
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	989												
56	56	167	167	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	990												
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	991												
56	56	165	165	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	992		articAccentBelow										
56	56	166	166	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	993												
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	994												
56	56	167	167	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	995												
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	996												
56	56	165	165	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	997		articAccentBelow										
56	56	333/2	333/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	998												
56	56	167	167	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	999												
56	56	335/2	335/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1000												
57	57	168	168	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1001		articAccentBelow							19			
57	57	169	169	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1002												
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1003												
57	57	170	170	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1004												
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1005												
57	57	168	168	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1006		articAccentBelow										
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1007												
57	57	170	170	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1008												
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1009												
57	57	168	168	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1010		articAccentBelow										
57	57	169	169	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1011												
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1012												
57	57	170	170	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1013												
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1014												
57	57	168	168	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	1015		articAccentBelow										
57	57	339/2	339/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1016												
57	57	170	170	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1017												
57	57	341/2	341/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1018												
58	58	171	171	1.0	0	0	Chord	3/4	1	1	1/4			1/4	1	1019		articAccentBelow							20			
58	58	172	172	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1020												
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1021												
58	58	173	173	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1022												
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1023												
58	58	171	171	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1024		articAccentBelow										
58	58	171	171	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1025		articAccentBelow										
58	58	172	172	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1026												
58	58	345/2	345/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1027												
58	58	173	173	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1028												
58	58	347/2	347/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1029												
58	58	171	171	1.5	0	0	Chord	3/4	4	1	3/8			1/4	3/2	1030		articAccentBelow										
59	59	174	174	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1031												
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1032												
59	59	175	175	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1033												
59	59	351/2	351/2	0.0	3/8	3/8	StaffText	3/4	1	1	0								cresc.									
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1034												
59	59	176	176	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1035												
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1036												
59	59	174	174	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1037												
59	59	349/2	349/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	1038												
59	59	175	175	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1039												
59	59	351/2	351/2	0.0	3/8	3/8	StaffText	3/4	3	1	0								cresc.									
59	59	351/2	351/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1040												
59	59	176	176	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1041												
59	59	353/2	353/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1042												
60	60	177	177	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1043												
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1044												
60	60	178	178	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1045												
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1046												
60	60	179	179	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1047												
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1048												
60	60	355/2	355/2	0.0	1/8	1/8	StaffText	3/4	2	1	0								cresc.									
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1049												
60	60	178	178	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1050												
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1051												
60	60	179	179	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1052												
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1053												
60	60	177	177	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1054												
60	60	355/2	355/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	1055												
60	60	178	178	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1056												
60	60	357/2	357/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1057												
60	60	179	179	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1058												
60	60	359/2	359/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1059												
61	61	180	180	0.0	0	0	Dynamic	3/4	1	1	0						f											
61	61	180	180	1.0	0	0	Chord	3/4	1	1	1/4		r16	1/4	1	1060												
61	61	181	181	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1061												
61	61	363/2	363/2	0.0	3/8	3/8	Dynamic	3/4	1	1	0						p											
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1062												
61	61	182	182	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1063												
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1064												
61	61	180	180	0.0	0	0	Dynamic	3/4	2	1	0						f											
61	61	180	180	1.0	0	0	Chord	3/4	2	1	1/4		r16	1/4	1	1065												
61	61	181	181	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1066												
61	61	363/2	363/2	0.0	3/8	3/8	Dynamic	3/4	2	1	0						p											
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1067												
61	61	182	182	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1068												
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1069												
61	61	180	180	0.0	0	0	Dynamic	3/4	3	1	0						f											
61	61	180	180	0.0	0	0	Dynamic	3/4	3	1	0						f											
61	61	180	180	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1070												
61	61	181	181	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1071												
61	61	363/2	363/2	0.0	3/8	3/8	Dynamic	3/4	3	1	0						p											
61	61	363/2	363/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1072												
61	61	182	182	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1073												
61	61	365/2	365/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1074												
61	61	180	180	0.0	0	0	Dynamic	3/4	4	1	0						f											
61	61	180	180	1.0	0	0	Chord	3/4	4	1	1/4		r16	1/4	1	1075												
61	61	181	181	1.0	1/4	1/4	Chord	3/4	4	1	1/4			1/4	1	1076												
62	62	183	183	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1077												
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1078												
62	62	184	184	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1079												
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1080												
62	62	185	185	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1081												
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1082												
62	62	183	183	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1083												
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1084												
62	62	184	184	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1085												
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1086												
62	62	185	185	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1087												
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1088												
62	62	183	183	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1089												
62	62	367/2	367/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	1090												
62	62	184	184	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1091												
62	62	369/2	369/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1092												
62	62	185	185	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1093												
62	62	371/2	371/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1094												
62	62	185	185	0.0	1/2	1/2	Dynamic	3/4	4	1	0						p											
62	62	185	185	1.0	1/2	1/2	Chord	3/4	4	1	1/4			1/4	1	1095									21			
63	63	186	186	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1096												
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1097												
63	63	187	187	0.0	1/4	1/4	Chord	3/4	1	1	0	grace16		1/16	1	1098												
63	63	187	187	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1099												
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1100												
63	63	188	188	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1101												
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1102												
63	63	186	186	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1103												
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1104												
63	63	187	187	0.5	1/4	1/4	Chord	3/4	2	1	1/8			1/8	1	1105												
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1106												
63	63	188	188	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1107												
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1108												
63	63	186	186	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1109												
63	63	373/2	373/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	1110												
63	63	187	187	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1111												
63	63	375/2	375/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1112												
63	63	188	188	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1113												
63	63	377/2	377/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1114												
63	63	186	186	0.0	0	0	Spanner	3/4	4	1	0														21			6
63	63	186	186	0.0	0	0	Spanner	3/4	4	1	0														21	3		6
63	63	186	186	3.0	0	0	Chord	3/4	4	1	3/4			1/2	3/2	1115									21	3		6
64	64	189	189	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1116												
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1117												
64	64	190	190	1.0	1/4	1/4	Chord	3/4	1	1	1/4			1/4	1	1118												
64	64	189	189	0.5	0	0	Chord	3/4	2	1	1/8			1/8	1	1119												
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8			1/8	1	1120												
64	64	190	190	1.0	1/4	1/4	Chord	3/4	2	1	1/4			1/4	1	1121												
64	64	189	189	0.5	0	0	Chord	3/4	3	1	1/8			1/8	1	1122												
64	64	379/2	379/2	0.5	1/8	1/8	Chord	3/4	3	1	1/8			1/8	1	1123												
64	64	190	190	1.0	1/4	1/4	Chord	3/4	3	1	1/4			1/4	1	1124												
64	64	189	189	0.0	0	0	Spanner	3/4	4	1	0																	
64	64	189	189	0.0	0	0	Spanner	3/4	4	1	0																	
64	64	189	189	1.0	0	0	Chord	3/4	4	1	1/4			1/4	1	1125												
64	64	381/2	381/2	0.0	3/8	3/8	Dynamic	3/4	4	1	0						p											
64	64	381/2	381/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1126		articStaccatoBelow										
64	64	191	191	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1127		articStaccatoBelow										
64	64	383/2	383/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1128		articStaccatoBelow										
65	65	192	192	0.0	0	0	Dynamic	3/4	1	1	0						p											
65	65	192	192	1.5	0	0	Chord	3/4	1	1	3/8			1/4	3/2	1129												
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1130		articStaccatoBelow										
65	65	194	194	0.5	1/2	1/2	Chord	3/4	1	1	1/8			1/8	1	1131		articStaccatoBelow										
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8			1/8	1	1132		articStaccatoBelow										
65	65	192	192	0.0	0	0	Dynamic	3/4	2	1	0						p											
65	65	192	192	1.5	0	0	Chord	3/4	2	1	3/8			1/4	3/2	1133												
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8			1/8	1	1134		articStaccatoBelow										
65	65	194	194	0.5	1/2	1/2	Chord	3/4	2	1	1/8			1/8	1	1135		articStaccatoBelow										
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8			1/8	1	1136		articStaccatoBelow										
65	65	192	192	0.0	0	0	Dynamic	3/4	3	1	0						p											
65	65	192	192	1.0	0	0	Chord	3/4	3	1	1/4		r16	1/4	1	1137		articAccentBelow										
65	65	193	193	0.5	1/4	1/4	Chord	3/4	3	1	1/8			1/8	1	1138												
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	3	1	1/8			1/8	1	1139												
65	65	194	194	0.5	1/2	1/2	Chord	3/4	3	1	1/8			1/8	1	1140												
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	3	1	1/8			1/8	1	1141												
65	65	192	192	0.0	0	0	Chord	3/4	4	1	0	grace16		1/16	1	1142												
65	65	192	192	0.5	0	0	Chord	3/4	4	1	1/8			1/8	1	1143												
65	65	385/2	385/2	0.5	1/8	1/8	Chord	3/4	4	1	1/8			1/8	1	1144												
65	65	193	193	0.5	1/4	1/4	Chord	3/4	4	1	1/8			1/8	1	1145												
65	65	387/2	387/2	0.5	3/8	3/8	Chord	3/4	4	1	1/8			1/8	1	1146												
65	65	194	194	0.5	1/2	1/2	Chord	3/4	4	1	1/8			1/8	1	1147												
65	65	389/2	389/2	0.5	5/8	5/8	Chord	3/4	4	1	1/8			1/8	1	1148												
66	66	195	195	0.5	0	0	Chord	3/4	1	1	1/8			1/8	1	1149		articStaccatoBelow										
66	66	391/2	391/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8			1/8	1	1150		articStaccatoBelow										
66	66	196	196	0.5	1/4	1/4	Chord	3/4	1	1	1/8			1/8	1	1151		articStaccatoBelow										
66	66	393/2	393/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8			1/8	1	1152		articStaccatoBelow										
