mc	mn	mc_onset	mn_onset	timesig	staff	voice	label	alt_label	globalkey	localkey	pedal	chord	special	numeral	form	figbass	changes	relativeroot	cadence	phraseend	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note
465	465	0	0	3/4	4	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
466	466	0	0	3/4	4	1	iv7		e	i	i	iv7		iv		7					mm7	1	1	-1, -4, 0, -3		-1	-1
466	466	1/4	1/4	3/4	4	1	#viio43		e	i	i	#viio43		#vii	o	43					o7	1	1	-1, -4, 5, 2		5	-1
467	467	0	0	3/4	4	1	V7		e	i	i	V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
467	467	1/4	1/4	3/4	4	1	i		e	i	i	i		i							m	1	1	0, -3, 1		0	0
468	468	0	0	3/4	4	1	#viio7(4)		e	i	i	#viio7(4)		#vii	o	7	4				o7	1	1	5, -3, -1, -4		5	5
468	468	1/4	1/4	3/4	4	1	#viio7]		e	i	i	#viio7		#vii	o	7					o7	1	1	5, 2, -1, -4		5	5
469	469	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
469	469	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
469	469	1/2	1/2	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
470	470	0	0	3/4	4	1	iio6(2)		e	i		iio6(2)		ii	o	6	2				o	1	1	-1, -4, -3		2	-1
470	470	3/8	3/8	3/4	4	1	iio6		e	i		iio6		ii	o	6					o	1	1	-1, -4, 2		2	-1
471	471	0	0	3/4	4	1	#viio6(2)/iv		e	i		#viio6(2)/iv		#vii	o	6	2	iv			o	1	1	1, -2, -1		4	1
471	471	3/8	3/8	3/4	4	1	#viio6/iv		e	i		#viio6/iv		#vii	o	6		iv			o	1	1	1, -2, 4		4	1
472	472	0	0	3/4	4	1	iv6(2)		e	i		iv6(2)		iv		6	2				m	1	1	-4, 0, 1		-1	-4
472	472	3/8	3/8	3/4	4	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
473	473	0	0	3/4	4	1	iio6/iv		e	i		iio6/iv		ii	o	6		iv			o	1	1	-2, -5, 1		1	-2
473	473	3/8	3/8	3/4	4	1	V7/iv		e	i		V7/iv		V		7		iv			Mm7	1	1	0, 4, 1, -2		0	0
474	474	0	0	3/4	4	1	V65/III		e	i		V65/III		V		65		III			Mm7	1	1	2, -1, -4, -2		-2	2
474	474	3/8	3/8	3/4	4	1	#viio/iv		e	i		#viio/iv		#vii	o			iv			o	1	1	4, 1, -2		4	4
475	475	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
475	475	1/4	1/4	3/4	4	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
475	475	1/2	1/2	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
478	478	0	0	3/4	4	1	bII		e	i		bII		bII							M	1	1	-5, -1, -4		-5	-5
479	479	0	0	3/4	4	1	VI64		e	i		VI64		VI		64					M	1	1	-3, -4, 0		-4	-3
480	480	0	0	3/4	4	1	#viio7/iv		e	i		#viio7/iv		#vii	o	7		iv			o7	1	1	4, 1, -2, -5		4	4
481	481	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
482	482	0	0	3/4	4	1	Ger6		e	i		Ger6	Ger	vii	o	65	b3	V			Ger	1	1	-4, 0, -3, 6		6	-4
483	483	0	0	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
484	484	0	0	3/4	4	1	V2		e	i		V2		V		2					Mm7	1	1	-1, 1, 5, 2		1	-1
485	485	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
485	485	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
486	486	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
487	487	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
487	487	3/8	3/8	3/4	4	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
488	488	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
489	489	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
489	489	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
490	490	0	0	3/4	4	1	VI		e	i		VI		VI							M	1	1	-4, 0, -3		-4	-4
491	491	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
491	491	3/8	3/8	3/4	4	1	ii%7		e	i		ii%7		ii	%	7					%7	1	1	2, -1, -4, 0		2	2
492	492	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
493	493	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
493	493	3/8	3/8	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
494	494	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
495	495	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
495	495	3/8	3/8	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
496	496	0	0	3/4	4	1	iv		e	i		iv		iv							m	1	1	-1, -4, 0		-1	-1
497	497	0	0	3/4	4	1	bIIM65		e	i		bIIM65		bII	M	65					MM7	1	1	-1, -4, 0, -5		-5	-1
499	499	0	0	3/4	4	1	V43/iv		e	i		V43/iv		V		43		iv			Mm7	1	1	1, -2, 0, 4		0	1
501	501	0	0	3/4	4	1	iv6		e	i		iv6		iv		6					m	1	1	-4, 0, -1		-1	-4
502	502	0	0	3/4	4	1	It6		e	i		It6	It	vii	o	6	b3	V			It	1	1	-4, 0, 6		6	-4
503	503	0	0	3/4	4	1	V(64)		e	i		V(64)		V			64				M	1	1	1, 0, -3		1	1
503	503	1/2	1/2	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
504	504	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
505	505	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
506	506	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
508	508	0	0	3/4	4	1	i6		e	i		i6		i		6					m	1	1	-3, 1, 0		0	-3
509	509	0	0	3/4	4	1	i64		e	i		i64		i		64					m	1	1	1, 0, -3		0	1
511	511	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
511	511	1/4	1/4	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
511	511	1/2	1/2	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
512	512	0	0	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
512	512	1/4	1/4	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
512	512	1/2	1/2	3/4	4	1	V		e	i		V		V							M	1	1	1, 5, 2		1	1
513	513	0	0	3/4	4	1	i		e	i		i		i							m	1	1	0, -3, 1		0	0
514	514	0	0	3/4	4	1	V7		e	i		V7		V		7					Mm7	1	1	1, 5, 2, -1		1	1
515	515	0	0	3/4	4	1	i\\		e	i		i		i						\\	m	1	1	0, -3, 1		0	0
